,name,preferred_formation,profile,team_style,pressing_intensity,defensive_line,win_pct,clean_sheet_pct,fail_to_score_pct
85,Ângelo Luiz de Souza Netto,4-3-3,attacking,hard,,,50.0,0.0,0.0
86,Ángel Rodríguez,,,,,,,,
87,Ángel Vivar Dorado,,,,,,,,
88,Anicet Yala,4-2-3-1,balanced,neutral,,,0.0,0.0,33.3
89,Ante Šimundža,,balanced,soft,,,66.7,33.3,0.0
90,Anthony Correia,,,,,,,,
92,Anthony Hacquard,,,,,,,,
93,Anthony Modeste,3-4-2-1,defensive,soft,,,0.0,0.0,100.0
94,Antoine Kombouare,4-3-3,balanced,neutral,0.3666135929268588,high,32.4,26.5,29.4
95,Antonio Calabro,,,,,,,,
96,Antonio Calderon,,,,,,,,
97,Antônio Carlos Roy,4-1-4-1,attacking,hard,,,0.0,0.0,0.0
98,Antonio Conte,3-4-2-1,balanced,soft,0.2766339706187057,high,52.3,31.8,22.7
99,Antonio Hidalgo,3-4-2-1,balanced,neutral,0.5459546145478953,mid,41.0,26.5,24.1
100,Antonio Jesús Cobos Ríos,,,,,,,,
101,Antonio Mohamed,4-2-3-1,attacking,hard,0.7062548179433944,high,55.0,32.5,22.5
102,Antonio Muñoz,,balanced,soft,,,0.0,0.0,50.0
103,Antxón Muneta,4-2-3-1,balanced,neutral,0.3493131900621347,high,38.8,23.5,28.2
104,Arda Turan,4-2-3-1,attacking,soft,,,50.0,83.3,50.0
105,Argirios Giannikis,,,,,,,,
106,Ariel Holan,4-2-3-1,defensive,hard,,,0.0,0.0,100.0
107,Aritz Lopez Garai,4-4-2,balanced,soft,,,0.0,0.0,0.0
108,Arnar Bergmann Gunnlaugsson,5-4-1,balanced,soft,,,0.0,0.0,33.3
109,Arne Slot,4-2-3-1,attacking,soft,0.4433736763250266,mid,53.8,30.8,19.2
110,Arthur Papas,4-2-3-1,balanced,neutral,0.6558167334309823,mid,50.0,41.7,16.7
111,Artur Derbin,,,,,,,,
112,Artur Jorge,4-2-3-1,balanced,neutral,0.5615726779107348,mid,44.4,40.7,24.1
113,Artur Kosznicki,,defensive,neutral,,,33.3,33.3,66.7
114,Arturo Guerra,,,,,,,,
115,Arturo Ruiz,4-4-2,attacking,neutral,0.5785476100706767,mid,65.4,46.2,7.7
116,Asen Georgiev,,,,,,,,
117,Ashifat Sulyman Olayinka,4-3-3,defensive,soft,,,34.3,37.1,45.7
118,Ashley Cole,,,,,,,,
119,Atanas Atanasov,4-2-3-1,defensive,neutral,0.1373877417094882,high,12.9,29.0,51.6
120,Atila Gerin,4-2-3-1,defensive,neutral,0.6616518743876093,mid,22.6,19.4,48.4
121,Atsushi Yoneyama,,,,,,,,
122,Attila Domján,,,,,,,,
123,Attila Kuttor,,defensive,soft,,,75.0,75.0,25.0
124,Attila Révész,,,,,,,,
125,Attila Varga,,,,,,,,
126,Attilio Lombardo,,,,,,,,
127,Aurel Csertoi,,,,,,,,
128,Ayuba Mbwas Mangut,4-3-3,defensive,soft,,,42.9,34.3,40.0
129,Balazs Borbely,,attacking,neutral,,,75.0,75.0,0.0
130,Balázs Varga,,,,,,,,
131,Bartosch Gaul,3-4-2-1,attacking,soft,0.4731366189341277,mid,60.0,20.0,13.3
132,Bartosz Grzelak,3-4-3,attacking,neutral,,,50.0,50.0,25.0
133,Bassem Ben Romthane,,,,,,,,
134,Benat San Jose,4-2-3-1,balanced,neutral,0.3736628986842475,mid,41.5,37.8,31.7
135,Benjamin Mora,,,,,,,,
136,Benoit Tavenot,4-2-3-1,balanced,neutral,0.4277492820462203,mid,12.1,21.2,42.4
137,Ben Olsen,4-4-2,balanced,hard,0.2951782375542902,high,30.2,27.9,20.9
138,Bernardo Franco,4-3-3,defensive,soft,,,0.0,66.7,100.0
139,Bessou Serge Alain Douayere,,balanced,soft,,,50.0,25.0,50.0
140,B.J. Callaghan,4-4-2,attacking,neutral,0.3535773246315566,mid,52.2,28.3,19.6
141,Björn Hamberg,3-4-3,balanced,neutral,0.299611393422131,mid,42.9,22.9,31.4
142,Bogdan Andone,4-3-3,balanced,neutral,0.5695645147774183,mid,44.4,47.2,30.6
143,Borja Bardera,,,,,,,,
144,Borja Fernández,,,,,,,,
145,Borja Jiménez,4-2-3-1,balanced,neutral,0.4854433918757113,mid,37.8,26.8,19.5
146,Bostjan Cesar,4-4-2,balanced,neutral,,,50.0,0.0,50.0
147,Bo Svensson,4-4-2,balanced,hard,0.3127524400076796,low,42.9,35.7,21.4
148,Bradley Carnell,4-4-2,balanced,neutral,0.6681545857108644,mid,46.8,34.0,27.7
149,Brama Traoré,,,,,,,,
150,Brendan Rodgers,4-4-2,attacking,neutral,0.6838320030329759,mid,62.1,27.6,6.9
151,Brian Barry-Murphy,,balanced,soft,,,66.7,16.7,16.7
152,Brian Kerr,3-4-2-1,defensive,soft,,,0.0,100.0,100.0
153,Brian Schmetzer,4-2-3-1,attacking,neutral,0.4363290678441848,low,48.9,33.3,20.0
154,Bruce Arena,4-2-3-1,attacking,neutral,0.5205972827600432,mid,45.5,22.7,6.8
155,Bruno Baltazar,4-1-4-1,balanced,neutral,0.6623598661851227,high,32.3,19.4,19.4
156,Bruno Genesio,4-2-3-1,balanced,neutral,0.5466002042904569,mid,51.1,37.8,31.1
157,Burak Yilmaz,4-2-3-1,balanced,hard,0.7123309364587224,mid,30.0,20.0,23.3
158,Calum McFarlane,4-2-3-1,attacking,neutral,0.6023246849523075,mid,46.3,27.8,16.7
159,Cameron Knowles,5-4-1,balanced,neutral,0.2602327228483481,high,43.8,31.2,25.0
160,Camilo Speranza,5-3-2,defensive,neutral,,,0.0,50.0,50.0
161,Carles Manso,4-3-3,balanced,neutral,0.6887512107817186,high,41.0,23.1,17.9
162,Carles Martínez,3-4-2-1,balanced,neutral,0.3477682583381233,mid,33.3,27.8,27.8
163,Carl Hoefkens,4-2-3-1,defensive,neutral,0.4607666775644095,mid,16.1,16.1,41.9
164,Carlos Bernegger,4-3-3,balanced,hard,0.9297675323346556,mid,37.5,12.5,25.0
165,Carlos Corberán,4-4-2,balanced,neutral,0.3486282787607236,mid,34.2,28.9,21.1
166,Carlos Cuesta,3-5-2,defensive,neutral,0.2447025586779773,low,29.7,35.1,37.8
167,Carlos Queiroz,,,,,,,,
168,Carlos Slusher,,balanced,soft,,,0.0,0.0,0.0
169,Carlos Vicens,3-4-2-1,attacking,neutral,0.4943022386191451,low,55.1,46.9,14.3
170,Carlos Vitor,4-2-3-1,balanced,neutral,,,33.3,33.3,33.3
171,Carmelo Cannetti,,,,,,,,
172,Cauan,4-2-3-1,balanced,hard,0.6440899581670332,mid,37.5,50.0,12.5
173,Cedric Guillaumin,,,,,,,,
174,Cédric Hengbart,,defensive,neutral,,,0.0,25.0,50.0
175,Celso Luiz Teixeira,4-4-2,attacking,hard,,,0.0,0.0,0.0
176,Celso Rodrigues,4-2-3-1,balanced,neutral,,,0.0,0.0,0.0
177,César Farías,4-2-3-1,defensive,hard,0.1382144534726864,mid,33.3,33.3,50.0
178,Cesar Peixoto,4-2-3-1,balanced,neutral,0.4753315464208451,mid,41.9,35.5,22.6
179,Cesc Fàbregas,4-2-3-1,attacking,neutral,0.7190153731065453,low,50.0,45.0,22.5
180,Chen Tao,,,,,,,,
181,Chiheb Ellili,4-2-3-1,defensive,neutral,,,28.6,42.9,50.0
182,Chris Davies,4-2-3-1,balanced,neutral,0.5293586576813837,mid,38.8,20.4,24.5
183,Christian Fuchs,,defensive,soft,,,0.0,0.0,50.0
184,Christian Ilzer,4-2-3-1,attacking,neutral,0.5662446349108409,mid,54.5,21.2,15.2
185,Christian Martinez,,,,,,,,
186,Christian Neidhart,,,,,,,,
187,Christophe Galtier,4-4-2,balanced,neutral,0.6518236034824292,high,37.9,20.7,20.7
188,Christophe Pélissier,4-3-3,defensive,neutral,0.4819429097974415,high,15.6,25.0,50.0
189,Christos Kontis,4-2-3-1,balanced,neutral,0.3259998679449577,low,35.7,28.6,32.1
190,Chris Wilder,4-2-3-1,balanced,neutral,0.6675498535150345,low,36.2,21.3,23.4
191,Claude Puel,4-2-3-1,balanced,neutral,0.3793089187718127,high,23.9,15.2,34.8
192,Claudinei Oliveira,4-3-3,attacking,soft,,,0.0,0.0,0.0
193,Claudio Baragan,,balanced,neutral,,,28.9,26.7,31.1
194,Cláudio Caçapa,5-2-3,defensive,hard,,,33.3,66.7,66.7
195,Claudio Giráldez,3-4-3,balanced,neutral,0.2315416159950715,low,38.0,26.0,16.0
196,Cláudio Tencati,4-2-3-1,balanced,neutral,0.6014026403399272,mid,33.3,16.7,16.7
197,Claudio Ubeda,4-1-3-2,attacking,neutral,,,100.0,0.0,0.0
198,Claudiu Niculescu,4-2-3-1,balanced,neutral,0.4154789827042686,mid,25.0,16.7,38.9
199,Claus-Dieter Wollitz,,,,,,,,
200,Cléber Gaúcho,3-4-3,attacking,hard,,,50.0,0.0,0.0
201,Clement Guillot,,defensive,soft,,,0.0,66.7,100.0
202,Clément Tapy,,defensive,soft,,,33.3,100.0,66.7
203,Colin Calderwood,,,,,,,,
204,Colin Kazim-Richards,,,,,,,,
205,Colin Rowe,,defensive,soft,,,50.0,50.0,0.0
206,Conor Hourihane,,balanced,neutral,,,50.0,16.7,16.7
207,Conrad García,,attacking,neutral,,,66.7,33.3,33.3
208,Constantin Galca,4-2-3-1,balanced,neutral,0.5815826901408553,mid,47.2,30.6,22.2
209,Corentin Martins,4-3-3,attacking,soft,,,50.0,0.0,0.0
210,Coulleau Fabrice,,,,,,,,
211,Craig Bellamy,4-2-3-1,balanced,soft,,,0.0,0.0,0.0
212,Craig Harrison,,defensive,soft,,,0.0,50.0,50.0
213,Craig McLeish,3-5-2,defensive,neutral,0.35763599166734,high,20.6,23.5,47.1
214,Cristian Chambian,4-4-2,defensive,soft,,,0.0,0.0,100.0
215,Cristian Chivu,3-5-2,attacking,neutral,0.5087449082791075,high,68.8,43.8,8.3
216,Cristian de Souza,,,,,,,,
217,Cristian Muñoz,4-1-4-1,defensive,hard,,,33.3,33.3,66.7
218,Cristiano Bacci,,,,,,,,
219,Cristiano Bergodi,4-2-3-1,balanced,neutral,0.6007363164868453,mid,55.6,36.1,22.2
220,Cristovao Borges,4-2-3-1,attacking,neutral,,,50.0,0.0,50.0
221,Csaba Csizmadia,,,,,,,,
222,Csaba Pinter,,,,,,,,
223,Cuca,4-2-3-1,balanced,hard,0.6929108597526115,high,27.8,25.9,27.8
224,Curro Torres,,balanced,soft,,,33.3,0.0,33.3
225,Custódio,3-4-3,balanced,neutral,0.4297135449319705,mid,32.3,19.4,25.8
226,Dae-Eui Kim,,,,,,,,
227,Daisuke Kimori,4-4-2,balanced,neutral,0.4060400178932995,mid,33.3,33.3,33.3
228,Daisuke Sudo,,,,,,,,
229,Damien Leclère,,balanced,soft,,,33.3,0.0,0.0
230,Daniel Beichler,4-2-2-2,balanced,neutral,0.4119661899663561,,25.0,8.3,33.3
231,Daniele De Rossi,3-5-2,balanced,soft,0.5097363415040804,mid,32.4,21.6,35.1
232,Daniel Farias,3-5-2,defensive,neutral,0.5486668489119533,low,66.7,33.3,33.3
233,Daniel Farke,4-3-3,balanced,neutral,0.4799363071302591,low,27.5,20.0,30.0
234,Daniel Llácer,,balanced,hard,,,33.3,33.3,33.3
235,Daniel Myśliwiec,4-4-2,balanced,neutral,0.3398338158647223,mid,39.4,27.3,30.3
236,Daniel Ogunmodede,4-2-3-1,balanced,soft,,,38.5,25.6,25.6
237,Daniel Oscar Garnero,4-1-4-1,balanced,hard,,,0.0,0.0,0.0
238,Daniel Pancu,4-3-3,balanced,neutral,0.4710947339962342,mid,45.2,33.3,21.4
239,Daniel Paulista,4-1-3-2,balanced,neutral,0.4195112479298527,mid,40.0,30.0,30.0
240,Daniel Paulus,,,,,,,,
241,Daniel Ramos,,,,,,,,
242,Daniel Sasso,4-2-3-1,attacking,hard,,,100.0,0.0,0.0
243,Daniel Thioune,4-2-3-1,balanced,neutral,0.4775545315718275,mid,25.0,18.8,37.5
244,Danny Buijs,4-2-3-1,balanced,neutral,0.6013645603144994,mid,32.3,9.7,12.9
245,Danny Cowley,,,,,,,,
246,Danny Röhl,4-2-3-1,balanced,neutral,0.745955619987155,high,45.8,31.2,16.7
247,Dariusz Banasik,3-4-3,balanced,neutral,0.396440593719839,low,28.1,21.9,40.6
248,Darko Novic,,defensive,soft,,,0.0,25.0,100.0
249,Darren Bazeley,,,,,,,,
250,Darren Byfield,,balanced,soft,,,50.0,75.0,25.0
251,David Artell,,attacking,soft,,,62.5,25.0,25.0
252,David Challinor,,balanced,soft,,,50.0,25.0,50.0
253,David Giguel,,,,,,,,
254,David González,4-4-2,balanced,neutral,,,66.7,0.0,0.0
255,David Gray,3-4-1-2,balanced,neutral,0.2763565339705948,high,36.1,33.3,30.6
257,David Healy,,defensive,soft,,,0.0,0.0,50.0
258,David Hernandez,4-2-3-1,defensive,soft,0.3893367276468175,mid,7.7,11.5,53.8
259,David Hubert,,,,,,,,
261,David Le Frapper,,balanced,soft,,,66.7,33.3,33.3
262,David Losada,4-2-3-1,balanced,neutral,0.9263860233627136,mid,46.2,34.6,30.8
263,David Moyes,4-2-3-1,balanced,neutral,0.3835763682037024,high,37.8,32.4,27.0
264,David Navarro Arenaz,4-2-3-1,balanced,hard,0.568378310373507,high,27.2,21.0,29.6
265,David Pagou,3-4-2-1,balanced,neutral,,,60.0,20.0,20.0
266,David Pérez Asensio,,attacking,soft,,,50.0,50.0,0.0
267,David Robitail,,,,,,,,
268,David Rocha,,,,,,,,
269,David Vignes,,,,,,,,
270,Dean Brennan,,,,,,,,
271,Dean Smith,4-2-3-1,balanced,neutral,0.1348318270962277,high,48.9,31.9,17.0
272,Dejan Stanković,4-2-3-1,balanced,hard,0.4393058345146625,high,50.0,37.5,12.5
273,Dennis Hediger,4-3-3,balanced,hard,0.8012926534331237,mid,26.9,3.8,26.9
274,Derek King,4-3-3,defensive,soft,,,0.0,0.0,100.0
275,Derek McInnes,4-4-2,attacking,neutral,0.7229331666569323,mid,64.7,47.1,11.8
276,Des Buckingham,4-4-2,balanced,neutral,0.4458566242722449,mid,31.0,10.3,37.9
277,Dick Lukkien,4-2-3-1,balanced,soft,0.4490548545868628,mid,38.7,32.3,22.6
278,Dick Schreuder,3-4-2-1,attacking,neutral,0.7084556198118828,mid,48.4,16.1,3.2
279,Didier Deschamps,4-2-3-1,attacking,hard,,,100.0,0.0,0.0
280,Didier Digard,4-3-3,defensive,neutral,0.58515116365041,mid,18.8,21.9,43.8
281,Didier Santini,,,,,,,,
282,Didier Tholot,4-2-3-1,balanced,neutral,0.682030637321701,mid,41.2,38.2,23.5
283,Diego Aguirre,4-2-3-1,balanced,soft,,,0.0,0.0,0.0
284,Diego Arias,4-1-4-1,balanced,hard,,,0.0,0.0,0.0
285,Diego Dabove,4-4-2,balanced,hard,,,0.0,0.0,0.0
286,Diego Martin Cocca,5-4-1,balanced,neutral,0.4615288902704189,mid,32.4,29.4,32.4
287,Diego Simeone,4-4-2,attacking,neutral,0.4600171043916303,mid,54.7,30.2,11.3
288,Dieter Hecking,4-2-3-1,balanced,neutral,0.3636982154071732,mid,21.2,9.1,24.2
289,Dietmar Kuhbauer,3-4-1-2,balanced,neutral,,,48.1,29.6,18.5
290,Dipreye Teibowei,4-2-3-1,defensive,soft,,,28.6,20.0,40.0
291,Djilalli Bekkar,,balanced,soft,,,66.7,33.3,33.3
292,Domenico Tedesco,4-2-3-1,attacking,neutral,0.9336387420631762,mid,53.3,31.1,20.0
293,Dorinel Munteanu,4-3-3,balanced,neutral,0.3934676658073309,high,19.4,13.9,36.1
294,Douglas Ricardo Braulio,5-3-2,balanced,hard,,,50.0,50.0,0.0
295,Dragan Vukmir,,,,,,,,
296,Dušan Kerkez,4-2-3-1,balanced,neutral,0.4468006161326909,high,32.3,32.3,35.5
297,Dušan Kosič,4-2-3-1,defensive,neutral,0.3171264838644279,mid,35.5,35.5,29.0
298,Eddie Howe,4-3-3,balanced,neutral,0.3817287285648604,mid,40.7,24.1,16.7
299,Eder Sarabia,3-5-2,balanced,neutral,0.8060157785415281,mid,41.8,35.4,17.7
300,Ede Visinka,,,,,,,,
301,Edgaras Jankauskas,4-4-2,balanced,hard,,,50.0,50.0,50.0
302,Edlir Tetova,,defensive,soft,,,50.0,50.0,50.0
303,Eduardo Baptista,3-4-2-1,balanced,neutral,0.726383582697953,high,50.0,33.3,16.7
304,Eduardo Barroca,4-2-3-1,balanced,hard,0.450101351950499,mid,30.0,30.0,20.0
305,Eduardo Barros,4-3-3,defensive,hard,0.4682948229878943,high,14.3,57.1,57.1
306,Eduardo Dominguez,3-4-2-1,balanced,neutral,0.6160006028851843,high,33.3,29.6,38.9
307,Eduardo Ledesma,4-1-4-1,defensive,neutral,,,25.0,50.0,25.0
308,Eduardo Sarago,4-2-3-1,defensive,soft,,,33.3,33.3,66.7
309,Eduardo Souza,4-2-3-1,balanced,neutral,0.5975098755957016,mid,50.0,40.0,20.0
310,Edward Still,4-4-2,balanced,neutral,0.498355018803816,mid,29.8,14.9,27.7
311,Efraín Juárez,4-2-3-1,balanced,neutral,0.3750550294323683,high,42.9,28.6,8.6
312,Egoitz Bilbao,,,,,,,,
313,Egoitz Garay,,defensive,soft,,,33.3,33.3,66.7
314,Elard Ostermann,,,,,,,,
315,Eldar Abdulic,4-3-3,balanced,hard,,,25.0,9.4,37.5
316,Élio Sizenando,4-2-3-1,attacking,neutral,,,0.0,0.0,0.0
317,Ellington Sabin,,defensive,soft,,,0.0,50.0,100.0
318,Emerse Faé,4-3-3,attacking,soft,,,71.4,57.1,0.0
319,Emiliano Té,4-3-3,defensive,soft,,,0.0,0.0,50.0
320,Emre Belözoğlu,4-2-3-1,defensive,hard,0.3996136122468227,mid,22.6,25.8,35.5
321,Enderson Moreira,4-2-3-1,balanced,neutral,0.3180365460325256,mid,44.4,55.6,33.3
322,Enrico Maassen,3-1-4-2,attacking,neutral,0.6329430470891066,mid,52.9,23.5,8.8
323,Enrique Diaz,4-4-2,defensive,hard,,,0.0,0.0,100.0
324,Erasmus Onuh,4-4-2,defensive,soft,,,45.7,45.7,34.3
325,Eric Chelle,4-3-1-2,attacking,neutral,,,66.7,44.4,22.2
326,Eric Fouda,,balanced,soft,,,75.0,25.0,25.0
327,Eric Quill,3-4-3,balanced,neutral,0.235030967817857,mid,30.4,17.4,26.1
328,Eric Rodrigues,4-4-2,attacking,hard,,,0.0,0.0,0.0
329,Eric Roy,4-2-3-1,balanced,neutral,0.4823694990971603,high,32.3,29.0,29.0
330,Erling Moe,4-2-3-1,defensive,neutral,0.3818573260030223,low,16.1,22.6,41.9
331,Ernest Faber,4-2-3-1,balanced,neutral,0.4287292133780535,low,16.1,6.5,45.2
332,Ernesto Valverde,4-2-3-1,balanced,neutral,0.4440037644290656,mid,32.6,19.6,39.1
333,Esteban Gonzalez,4-4-2,balanced,neutral,0.2966808517945667,mid,29.4,23.5,35.3
334,Esteban Solari,4-2-3-1,balanced,hard,0.4914504997572188,mid,44.4,19.4,30.6
335,Etienne Ndayiragije,,balanced,soft,,,25.0,0.0,50.0
336,Eugene Agagbe,4-1-4-1,defensive,soft,,,31.4,40.0,57.1
337,Eugen Polanski,3-4-2-1,balanced,neutral,0.3481101679885854,high,26.5,32.4,35.3
339,Eusebio Di Francesco,4-2-3-1,defensive,neutral,0.4378591536085168,high,22.2,27.8,52.8
340,Evandro Guimarães,4-3-3,balanced,soft,,,0.0,0.0,0.0
341,Evaristo Piza,,,,,,,,
342,Eydun Klakstein,3-4-3,attacking,soft,,,100.0,0.0,0.0
343,Fabian Bustos,5-3-2,balanced,hard,,,66.7,33.3,33.3
344,Fabian Hurzeler,4-2-3-1,balanced,neutral,0.6218207614735147,mid,41.0,28.2,23.1
345,Fabian Lübbers,,,,,,,,
346,Fabien Dagneaux,,,,,,,,
347,Fabien Mercadal,4-3-3,balanced,neutral,,,0.0,0.0,50.0
348,Fabien Valéri,,,,,,,,
349,Fabio Cannavaro,,attacking,soft,,,0.0,0.0,0.0
350,Fábio Carille,4-2-3-1,defensive,neutral,0.3992278141160505,high,17.2,17.2,27.6
351,Fabio Caserta,,,,,,,,
352,Fabio Gallo,,,,,,,,
353,Fabio Grosso,4-3-3,balanced,neutral,0.2039237268183604,high,38.9,22.2,33.3
354,Fabio Ingolitsch,4-3-1-2,defensive,neutral,0.5565866366511557,,30.0,20.0,50.0
355,Fabio Lucio do Vale Brostel,4-1-4-1,attacking,soft,,,50.0,0.0,50.0
356,Fábio Matias,3-4-1-2,defensive,neutral,0.1088990201640989,mid,7.7,7.7,46.2
357,Fabio Pisacane,3-5-2,balanced,neutral,0.3730400420611116,mid,27.0,18.9,32.4
358,Faouzi Benzarti,4-2-3-1,defensive,neutral,,,63.0,70.4,22.2
359,Fathi Al Jabal,5-4-1,defensive,neutral,0.2898712520670617,high,13.8,10.3,44.8
360,Fatih Tekke,4-2-3-1,attacking,neutral,0.5823179223045735,mid,61.3,29.0,6.5
361,Federico Bessone Luna,,defensive,soft,,,0.0,0.0,50.0
362,Federico Urciuoli,4-3-1-2,balanced,neutral,,,33.3,33.3,0.0
363,Felice Mazzu,3-4-2-1,defensive,neutral,0.6192642947758311,mid,25.7,25.7,37.1
364,Ferdinand Feldhofer,,balanced,neutral,,,25.9,11.1,33.3
365,Ferenc Germán,,,,,,,,
366,Ferenc Horvath,,,,,,,,
367,Fernando Aristeguieta,4-2-3-1,defensive,neutral,,,33.3,66.7,33.3
368,Fernando Batista,5-3-2,balanced,hard,,,0.0,0.0,50.0
369,Fernando Crespo,,,,,,,,
370,Fernando Diniz,4-2-3-1,balanced,hard,0.6261338560891587,mid,33.3,37.0,27.8
371,Fernando Gago,3-4-2-1,balanced,soft,,,0.0,0.0,0.0
372,Fernando Seabra,4-2-3-1,balanced,hard,0.3274300178450823,mid,35.7,35.7,35.7
374,Ferran Costa,,,,,,,,
375,Feyhat Tuncel,,,,,,,,
376,Fidelis Ilechukwu,4-3-3,defensive,soft,,,45.7,54.3,37.1
377,Filipe Coelho,3-5-2,balanced,neutral,0.8340124624447489,mid,58.3,44.4,16.7
378,Filip Raczkowski,,,,,,,,
379,Flávio Amado,3-4-2-1,defensive,soft,,,50.0,60.0,30.0
380,Flávio José Araújo,5-2-3,attacking,soft,,,50.0,0.0,50.0
381,Flavio Robatto,4-2-3-1,defensive,hard,,,0.0,0.0,100.0
382,Flavius Stoican,4-3-3,balanced,neutral,0.747350378832853,mid,30.6,19.4,27.8
383,Florin Daniel Bratu,5-3-2,defensive,neutral,0.5387630169212849,high,8.3,8.3,38.9
384,Fran Alonso,4-3-3,balanced,neutral,0.5888526390722206,high,26.9,19.2,38.5
385,Fran Beltrán,,,,,,,,
386,Francesc Aday Benítez Caraballo,,,,,,,,
387,Francesco Calzona,4-3-3,attacking,soft,,,100.0,100.0,0.0
388,Francesco Farioli,4-3-3,attacking,neutral,0.5962089200177748,high,76.7,51.2,7.0
389,Francesco Modesto,,,,,,,,
390,Francesco Stifano,4-4-2,attacking,neutral,,,0.0,0.0,0.0
391,Francisco Arce,4-1-4-1,balanced,neutral,,,0.0,0.0,0.0
392,Francisco Escribá Segura,4-4-2,balanced,neutral,0.4814253732862643,low,28.9,26.3,42.1
393,Francisco Queriol Conde Jnior,4-2-3-1,balanced,soft,,,20.0,0.0,40.0
394,Franck Haise,3-5-2,attacking,neutral,0.5323755708074178,low,52.9,32.4,20.6
395,Franck Rizzetto,,attacking,soft,,,66.7,33.3,0.0
396,Franclim Carvalho,4-2-3-1,balanced,hard,0.4692516110812922,mid,43.9,31.6,31.6
397,François Masson,,attacking,soft,,,66.7,66.7,33.3
398,Frank Lampard,4-2-3-1,attacking,neutral,0.4936564802347697,mid,58.3,35.4,16.7
399,Franklin Ortiz,,balanced,soft,,,50.0,0.0,0.0
400,Frank Schmidt,3-4-2-1,balanced,neutral,0.3092605493731236,mid,18.2,6.1,36.4
401,Fran Sedano,,attacking,soft,,,66.7,66.7,0.0
402,Frederic Coustures,,,,,,,,
403,Frédéric Taquin,3-4-1-2,defensive,neutral,0.4067747427362049,high,17.6,29.4,47.1
404,Frederik Vanderbiest,3-4-1-2,balanced,neutral,0.615638560056589,mid,34.3,22.9,14.3
405,Fredrik Holmberg,4-3-3,balanced,neutral,0.8448702452850871,high,40.0,25.7,25.7
406,Fred Rutten,,,,,,,,
407,Freyr Alexandersson,4-3-3,balanced,neutral,0.6730946237730191,mid,31.2,31.2,37.5
408,Fritz Schmid,,,,,,,,
409,Gabor Eros,,attacking,neutral,,,66.7,33.3,0.0
410,Gábor Korolovszky,,defensive,soft,,,75.0,75.0,25.0
411,Gabri,,,,,,,,
412,Gabriel Milito,3-4-2-1,attacking,neutral,0.602736215926162,mid,55.6,36.1,25.0
413,Gaël Clichy,,,,,,,,
414,Gaetan Englebert,,,,,,,,
415,Gareth Ainsworth,,,,,,,,
416,Gary Bowyer,,attacking,neutral,,,50.0,50.0,33.3
417,Gary Caldwell,,defensive,neutral,,,42.9,42.9,28.6
418,Gary Elphick,,,,,,,,
419,Gary O'Neil,4-2-3-1,attacking,neutral,0.4433805155348879,high,48.6,28.6,20.0
420,Gary Rowett,4-2-3-1,balanced,neutral,0.5781713539133114,mid,25.0,12.5,18.8
421,Gary Waddock,,,,,,,,
422,Gavin Cowan,,balanced,hard,,,25.0,0.0,0.0
423,Gbenga Ogunbote,4-3-3,balanced,neutral,,,40.0,31.4,31.4
424,Gelson Conte,4-1-4-1,defensive,hard,,,50.0,50.0,50.0
425,George Lwandamina,4-2-3-1,defensive,neutral,,,0.0,25.0,75.0
426,Georgios Antonopoulos,4-2-3-1,defensive,neutral,0.3037464051278107,mid,19.4,22.6,45.2
427,Georgios Donis,5-3-2,balanced,neutral,0.5416918204808029,mid,33.3,0.0,33.3
428,Georg-Martin Leopold,,,,,,,,
429,Gerardo Martino,4-3-3,balanced,neutral,0.3068174992629521,mid,15.9,11.4,40.9
430,Gerardo Seoane,4-2-3-1,attacking,neutral,0.691422606714476,mid,40.9,22.7,15.9
431,Gerard Zaragoza Mulet,4-2-3-1,defensive,hard,0.3256740072637079,high,22.6,16.1,54.8
432,German Crespo,,,,,,,,
433,Gernot Messner,3-4-3,balanced,neutral,0.8765473501488146,mid,17.6,14.7,29.4
434,Gernot Rohr,4-2-3-1,defensive,neutral,,,50.0,50.0,33.3
435,Gerson Gusmão,4-3-3,balanced,soft,,,0.0,0.0,0.0
436,Gert  Engels,,,,,,,,
437,Gheorghe Hagi,,,,,,,,
438,Giacomo Modica,4-4-1-1,defensive,soft,,,16.7,16.7,50.0
439,Gianluca Festa,,,,,,,,
440,Giannis Anastasiou,4-2-3-1,defensive,neutral,0.2249606881427562,mid,25.8,25.8,48.4
441,Gian Piero Gasperini,3-4-2-1,balanced,neutral,0.6040875620418281,mid,53.3,40.0,17.8
442,Gi Dong Kim,4-4-2,attacking,neutral,0.6100001600970217,mid,80.0,40.0,10.0
443,Gilberto Nascimento,3-4-3,defensive,hard,,,33.3,33.3,33.3
444,Gil Lameiras,4-2-3-1,balanced,neutral,0.5430047386579624,mid,38.7,32.3,32.3
445,Gilson Kleina,4-2-3-1,balanced,hard,,,0.0,0.0,0.0
446,Gino Lettieri,,,,,,,,
447,Giorgio Gorgone,,,,,,,,
448,Gjoko Hadzievski,4-2-3-1,defensive,hard,0.1202078706565172,mid,16.1,25.8,35.5
449,Goce Sedloski,3-4-2-1,defensive,soft,,,0.0,100.0,100.0
450,Go Kuroda,3-4-2-1,balanced,soft,0.2091064596675766,low,84.6,38.5,15.4
451,Gonçalo Feio,4-2-3-1,defensive,neutral,0.5653292059122368,high,13.3,16.7,60.0
452,Graeme Lee,,,,,,,,
453,Graham Alexander,,balanced,neutral,,,50.0,25.0,25.0
