,name,preferred_formation,profile,team_style,pressing_intensity,defensive_line,win_pct,clean_sheet_pct,fail_to_score_pct
454,Graham Arnold,,,,,,,,
455,Grant McCann,,attacking,neutral,,,66.7,33.3,16.7
456,Gregg Berhalter,4-3-3,attacking,neutral,0.4132614597363952,mid,45.7,23.9,15.2
457,Greg Ikhenoba,4-3-3,balanced,soft,,,37.1,37.1,34.3
458,Gregory Poirier,,,,,,,,
459,Grégory Proment,,,,,,,,
460,Gregory Scaffa,,,,,,,,
461,Grégory Sorroche,,,,,,,,
462,Greg Vanney,4-2-3-1,balanced,neutral,0.3590722107792197,mid,22.7,9.1,20.5
463,Grzegorz Shoka,,,,,,,,
464,Guerino Capretti,,,,,,,,
465,Guga Nergadze,,balanced,soft,,,0.0,0.0,0.0
466,Guido Pizarro,4-2-3-1,attacking,neutral,0.5529156891714792,high,47.5,35.0,20.0
467,Guilherme Silva Furtado,5-3-2,attacking,neutral,,,50.0,0.0,50.0
468,Guillaume Allanou,,,,,,,,
469,Guillermo Almada,4-2-3-1,balanced,neutral,0.4855896619610207,high,36.2,31.2,33.8
470,Guillermo Angel Hoyos,4-2-3-1,attacking,hard,0.4030915282014529,mid,50.0,20.0,20.0
471,Guillermo Duro,4-4-2,defensive,soft,,,0.0,100.0,100.0
472,Guillermo Fernandez,,defensive,neutral,,,13.6,34.1,56.8
473,Guillermo Fernández,,,,,,,,
474,Guillermo Llaneras,,,,,,,,
475,Guillermo Sanguinetti,4-2-3-1,defensive,neutral,,,66.7,66.7,0.0
476,Guoxu Li,,,,,,,,
477,Gurban Gurbanov,4-2-3-1,attacking,soft,0.4198607459473369,,50.0,25.0,12.5
478,Gus Poyet,4-4-2,balanced,neutral,0.5400528590954254,mid,25.9,11.1,29.6
479,Gustavo Alfaro,4-3-3,balanced,hard,,,50.0,50.0,0.0
480,Gustavo Alvarez,5-3-2,balanced,soft,,,0.0,0.0,0.0
481,Gustavo Costas,4-3-3,attacking,hard,,,100.0,0.0,0.0
482,Gustavo Ferrin,,,,,,,,
483,Gustavo Huerta,5-3-2,attacking,neutral,,,0.0,0.0,0.0
484,Gustavo Lema,3-4-1-2,balanced,neutral,,,33.3,0.0,33.3
485,Guto Ferreira,4-2-3-1,defensive,hard,0.7502716900511939,mid,37.5,37.5,25.0
486,Guy Bukasa,4-2-3-1,defensive,neutral,,,30.0,40.0,40.0
487,Gwi-jae Jo,4-3-3,balanced,neutral,0.6342186410601818,mid,50.0,20.0,40.0
488,Gyorgy Bognar,,attacking,soft,,,40.0,20.0,40.0
489,Habib Beye,4-2-3-1,attacking,neutral,0.460647084470983,high,51.2,27.9,23.3
490,Hachem Ben Njima,,,,,,,,
491,Hajime Moriyasu,3-4-2-1,defensive,neutral,,,100.0,100.0,0.0
492,Hakeem Busari,4-3-3,defensive,neutral,0.7502387466442442,,40.0,44.4,33.3
493,Hamza Abarah,4-3-3,defensive,soft,,,34.3,42.9,42.9
494,Hans-Dieter Flick,4-2-3-1,attacking,neutral,0.944755053961372,mid,78.0,34.0,6.0
495,Hassan Ramadhan,,,,,,,,
496,Hassen Gabsi,,,,,,,,
497,Hector Bidoglio,4-1-3-2,defensive,hard,,,0.0,100.0,100.0
498,Héctor Sandroni,,attacking,neutral,,,66.7,0.0,0.0
499,Heimir Hallgrímsson,,,,,,,,
500,Helder Esteves,,attacking,soft,,,66.7,66.7,33.3
501,Hélder Filipe Rodrigues Duarte,,defensive,soft,,,25.0,75.0,50.0
502,Helio Dos Anjos,4-2-3-1,defensive,hard,0.7281169954408067,mid,40.0,20.0,60.0
503,Henok Goitom,4-4-2,balanced,neutral,0.6041375504896391,high,28.6,14.3,40.0
504,Henrik Pedersen,3-5-2,defensive,soft,0.4828943502989221,mid,2.0,8.2,51.0
505,Henrik Rydstrom,3-4-2-1,balanced,neutral,0.4277847111668689,high,38.3,17.0,19.1
506,Henry van der Vegt,4-3-3,balanced,soft,0.498195943989159,mid,25.8,16.1,16.1
507,Herbert Choppick,,,,,,,,
508,Hernan Caputto,4-2-3-1,balanced,neutral,,,0.0,0.0,0.0
509,Hernán Gómez,4-3-3,balanced,soft,,,50.0,50.0,0.0
510,Hernan Torres Oliveros,4-4-2,defensive,soft,,,0.0,0.0,100.0
511,Heron Ferreira,,defensive,soft,,,0.0,50.0,100.0
512,Herve Della Maggiore,,attacking,soft,,,75.0,50.0,0.0
513,Herve Loubat,,,,,,,,
514,Hervé Renard,3-4-2-1,defensive,neutral,,,0.0,0.0,50.0
515,Hideo Oshima,4-2-3-1,balanced,soft,0.4717842805271373,high,30.8,15.4,46.2
516,Hiroki Shibuya,,,,,,,,
517,Hiromasa Suguri,,,,,,,,
518,Hiroshi Jofuku,3-4-2-1,balanced,soft,0.3498163020017852,high,54.5,27.3,18.2
519,Holger Bachthaler,,,,,,,,
520,Horacio Melgarejo,4-2-3-1,defensive,soft,,,33.3,33.3,0.0
521,Hossam El-Badry,,defensive,soft,,,25.0,50.0,25.0
522,Hossam Hassan,4-2-3-1,defensive,neutral,,,44.4,55.6,44.4
523,Hristo Arangelov,4-2-3-1,defensive,neutral,0.1829777638502253,mid,22.6,22.6,41.9
524,Hristo Yanev,4-1-4-1,balanced,neutral,0.4016981569771194,mid,51.6,38.7,25.8
525,Hugo Broos,4-2-3-1,balanced,neutral,,,33.3,0.0,16.7
526,Hugo Oliveira,,,,,,,,
528,Ian Cathro,3-4-3,balanced,neutral,0.5364761382951161,mid,32.3,16.1,32.3
529,Ian Evatt,,balanced,neutral,,,50.0,25.0,25.0
530,Ian Holloway,,attacking,hard,,,25.0,25.0,0.0
531,Ianis Zicu,4-3-3,balanced,neutral,,,32.4,17.6,26.5
532,Ian Watson,,,,,,,,
533,Ignacio Ithurralde,5-3-2,defensive,soft,,,33.3,33.3,66.7
534,Ignazio Abate,,,,,,,,
535,Igor Kostyuk,4-3-3,balanced,soft,,,50.0,50.0,33.3
536,Igor Oca,4-2-3-1,balanced,neutral,0.7096887787413549,high,28.2,28.2,35.9
537,Igor Štimac,4-2-3-1,balanced,soft,,,37.5,25.0,37.5
538,Ihab Abujazar,,,,,,,,
539,İlhan Palut,4-2-3-1,balanced,neutral,0.612223246311712,low,32.3,22.6,19.4
540,Ilian Iliev,4-2-3-1,balanced,hard,0.3286499640191448,mid,38.7,48.4,32.3
541,Imanol Idiakez,4-4-2,attacking,hard,,,33.3,0.0,0.0
542,Imed Ben Younes,4-2-3-1,defensive,soft,,,25.9,48.1,48.1
543,Iñaki Goikoetxea,5-3-2,defensive,neutral,0.4838732863780266,high,23.1,26.9,53.8
544,Iñigo Pérez,4-2-3-1,balanced,hard,0.7261090356009997,mid,29.7,27.0,35.1
545,Iñigo Vélez,,defensive,neutral,,,15.9,18.2,38.6
546,Ion Erice,,,,,,,,
547,Irene Ferreras,5-3-2,balanced,neutral,0.563361860128438,mid,50.0,38.5,26.9
548,Ireneusz Mamrot,,,,,,,,
549,Issame Charai,4-2-3-1,balanced,neutral,0.5975085688338352,mid,37.1,37.1,34.3
550,István Sipeki,,,,,,,,
551,Itamar Schulle,4-3-2-1,balanced,hard,,,0.0,0.0,0.0
552,Iván Ania,4-3-3,balanced,hard,0.9855334994542928,high,36.2,21.2,21.2
553,Ivan Jacky Minnaert,,defensive,soft,,,50.0,50.0,0.0
554,Ivan Jovanović,4-2-3-1,defensive,soft,,,0.0,50.0,100.0
555,Ivan Leko,4-2-3-1,attacking,soft,0.515726306923026,mid,63.3,24.5,14.3
556,Iván Oliver,,balanced,soft,,,66.7,33.3,33.3
557,Jacek Zielinski,3-4-3,balanced,neutral,0.4045244392552426,mid,36.4,30.3,24.2
558,Jack Wilshere,,attacking,neutral,,,33.3,0.0,33.3
559,Jacky Duguépéroux,,,,,,,,
560,Jacob Friis,,,,,,,,
561,Jaime Garcia,3-4-1-2,defensive,hard,,,0.0,0.0,50.0
562,Jairo do Nascimento Moreira,,,,,,,,
563,Jair Ventura,4-2-3-1,defensive,neutral,0.2990970438820284,high,30.0,34.0,36.0
564,Jalel Kadri,4-3-3,balanced,neutral,0.6045785263621534,low,34.5,10.3,34.5
565,Jamaal Shabazz,,attacking,soft,,,100.0,50.0,0.0
566,Jamal Sellami,3-4-3,attacking,neutral,,,0.0,0.0,0.0
567,James Kwesi Appiah,4-2-3-1,defensive,soft,,,20.0,20.0,60.0
568,James Morrison,,,,,,,,
570,Jamesson Andrade de Brito,4-1-3-2,balanced,neutral,,,0.0,0.0,0.0
571,Jani Honkavaara,4-2-3-1,balanced,neutral,0.7890700959866364,low,42.9,31.4,25.7
572,János Miklósvári,,,,,,,,
573,Jan Urban,,,,,,,,
574,Janusz Niedźwiedź,,,,,,,,
575,Javier Cabrera,4-3-3,defensive,neutral,,,0.0,0.0,100.0
576,Javier Gandolfi,4-2-3-1,balanced,neutral,0.5294425304874335,mid,29.4,17.6,32.4
577,Javier Genovés,,,,,,,,
578,Javier Lerga,4-3-3,balanced,neutral,0.6491404068203334,mid,41.2,47.1,35.3
579,Javier Mascherano,4-4-2,attacking,hard,0.4886475887664793,,60.0,20.0,12.5
580,Javier Perez Rozada,4-3-3,balanced,soft,,,37.5,12.5,25.0
581,Javier Rabanal,5-3-2,defensive,soft,,,0.0,100.0,100.0
582,Javier Vilaseca,,balanced,soft,,,33.3,33.3,33.3
583,Javi Lopez,,defensive,soft,,,25.0,50.0,50.0
584,Javi Prendes,,balanced,soft,,,33.3,33.3,33.3
585,Jean-Claude Darcheville,,attacking,soft,,,100.0,50.0,0.0
586,Jean-Guy Wallemme,,balanced,soft,,,0.0,33.3,33.3
587,Jean-Luc Courtet,,,,,,,,
588,Jean Marc Carnot,,,,,,,,
589,Jens Askou,4-2-3-1,balanced,neutral,0.5427721883951645,mid,44.1,50.0,17.6
590,Jens Gustafsson,4-2-3-1,balanced,hard,0.3869638859730605,mid,34.1,24.4,26.8
591,Jens Wissing,4-2-3-1,balanced,soft,0.723212743887502,low,50.0,12.5,25.0
592,Jeong-Gyu Lee,4-4-2,defensive,hard,0.1989770376384716,mid,10.0,20.0,60.0
593,Jeong-yong Jung,4-2-3-1,balanced,neutral,0.4952699123821893,high,40.0,30.0,20.0
594,Jeremy Dos Santos,,balanced,soft,,,33.3,0.0,33.3
595,Jérémy Taravel,4-2-3-1,balanced,neutral,0.7313565565271133,mid,40.5,29.7,27.0
596,Jermaine Jones,,,,,,,,
597,Jeroen Rijsdijk,,,,,,,,
598,Jesper Sorensen,4-2-3-1,attacking,neutral,0.4888216580842937,mid,58.3,39.6,14.6
599,Jess Thorup,4-2-3-1,defensive,soft,0.6126619502987412,mid,40.0,50.0,30.0
600,Jesus Uribesalgo Gutierrez,4-4-2,defensive,neutral,0.2624839255241609,mid,16.1,35.5,48.4
601,Jeton Bekiri,4-2-3-1,balanced,soft,,,37.5,25.0,25.0
602,Jianye  Liu,,,,,,,,
603,Jim Goodwin,3-4-3,balanced,neutral,0.5711519106557709,mid,29.4,17.6,29.4
604,Jimmy Dack,,,,,,,,
605,Jimmy Ndayizeye,,defensive,soft,,,0.0,25.0,75.0
606,Jindřich Trpišovský,3-4-2-1,defensive,hard,0.9005125816365882,,0.0,25.0,62.5
607,Jinyu Li,,,,,,,,
608,João Burse,4-3-3,defensive,hard,,,0.0,0.0,100.0
609,João Henriques,4-2-3-1,defensive,neutral,0.4185864139022331,high,3.2,12.9,54.8
610,Joao Nuno,3-4-3,balanced,neutral,0.5737031344961545,mid,19.4,22.6,45.2
611,João Pereira,3-4-2-1,balanced,neutral,0.2163467260113428,high,19.4,29.0,25.8
612,Joaquin Papa,4-2-3-1,defensive,hard,,,0.0,100.0,100.0
613,Jocelyn Gourvennec,4-2-3-1,attacking,neutral,0.6484911123722479,mid,28.9,18.4,10.5
614,Jochen Seitz,,,,,,,,
615,Joel Huiqui,,,,,,,,
616,Johan Lindholm,5-4-1,defensive,neutral,0.410425378449997,mid,28.6,25.7,42.9
617,Johannes Thorup,3-4-2-1,balanced,neutral,,,40.7,25.9,18.5
618,Johan Petur Poulsen,,balanced,soft,,,0.0,0.0,50.0
619,John Aloisi,,,,,,,,
620,John Carver,4-2-3-1,attacking,neutral,0.5519329081866353,low,39.4,12.1,15.2
621,John Coleman,,,,,,,,
622,John Doolan,,balanced,neutral,,,40.0,0.0,20.0
623,John Eustace,4-2-3-1,balanced,neutral,0.4573672251452033,high,41.7,25.0,8.3
624,John McGlynn,4-2-3-1,balanced,neutral,0.6936431816056812,mid,38.2,23.5,29.4
625,John   McGrath,,,,,,,,
626,John Mousinho,4-2-3-1,balanced,neutral,0.5356819877077059,mid,29.8,21.3,27.7
627,Johnnie Jackson,,defensive,soft,,,0.0,0.0,33.3
628,Johnny McKinstry,4-2-3-1,balanced,soft,,,0.0,0.0,0.0
629,John Richard Rooney,,attacking,hard,,,50.0,0.0,25.0
630,John Stegeman,,,,,,,,
631,John van den Brom,4-2-3-1,balanced,soft,0.5794332289272631,mid,45.2,22.6,19.4
632,Jon Ander Lambea Aranguiz,,,,,,,,
633,Jon Ansotegi,4-2-3-1,balanced,hard,0.5240600043670689,mid,29.7,24.3,32.4
634,Jon Brady,,balanced,neutral,,,66.7,66.7,33.3
635,Joni Lehtonen,,defensive,soft,,,0.0,50.0,100.0
636,Jordi Vinyals,,,,,,,,
637,Jorge Almiron,4-2-3-1,defensive,neutral,,,0.0,100.0,100.0
638,Jorge Araujo,,,,,,,,
639,Jorge Bava,4-3-3,balanced,neutral,,,0.0,0.0,0.0
640,Jorge Celico,4-1-4-1,defensive,neutral,,,66.7,66.7,33.3
641,Jorge González,4-4-2,balanced,hard,,,0.0,0.0,0.0
642,Jorge Jesus,4-4-2,attacking,neutral,0.7015110024568897,low,86.2,55.2,0.0
643,José Alberto López,4-2-3-1,attacking,hard,0.5514227563418559,mid,50.6,23.5,14.1
644,José Alexis Marquez,4-4-2,defensive,neutral,,,50.0,50.0,50.0
645,José Ángel Herrera,4-2-3-1,attacking,neutral,0.5789545670813923,high,50.0,38.5,15.4
646,Jose Arrua,4-4-2,defensive,hard,,,0.0,0.0,100.0
647,José Bordalás,5-3-2,balanced,hard,0.5251895573911309,mid,38.9,30.6,38.9
648,Josedilson Silva Cardoso,4-4-2,attacking,hard,,,0.0,0.0,0.0
649,Jose Francisco Grau Pato,,,,,,,,
650,Jose Francisco Molina,4-2-3-1,attacking,neutral,,,0.0,0.0,0.0
651,José Gerardo Moreira Rocha Júnior,4-2-3-1,defensive,hard,,,0.0,0.0,100.0
652,José Juan Romero,4-3-3,balanced,neutral,0.6433492394584157,mid,38.5,28.2,30.8
653,Jose Luis Mendilibar,4-2-3-1,defensive,soft,0.727745476509172,low,52.6,60.5,28.9
654,Jose Luis Oltra,4-2-3-1,balanced,neutral,0.3788238880738612,mid,35.4,26.8,22.0
655,José Luis Sánchez Vera,5-3-2,balanced,soft,0.7052682793436325,high,34.6,19.2,34.6
656,Joselu Lago,,,,,,,,
657,Jose Manuel Gomes,3-4-1-2,balanced,neutral,0.8653567985381734,mid,28.6,17.9,21.4
658,José Marco Rodrigues,4-3-3,attacking,hard,,,0.0,0.0,0.0
659,José Miguel Campos Rodríguez,,,,,,,,
660,José Miguel Ramos Castillo,,,,,,,,
661,José Mourinho,4-2-3-1,attacking,neutral,0.6827600424079533,low,62.2,44.4,17.8
662,Joseph O'Brien,4-3-3,defensive,soft,,,33.3,16.7,33.3
663,Joseph Oosting,3-4-1-2,balanced,neutral,0.8470265797513736,mid,34.3,22.9,34.3
664,Jose Riveiro,5-4-1,balanced,hard,0.592359677040828,mid,42.9,40.0,25.7
665,Josh Wright,,,,,,,,
666,Jozsef Csabi,,defensive,neutral,,,33.3,33.3,66.7
667,József Kósa,,,,,,,,
668,József Mészáros,,,,,,,,
669,Juan Bezares,4-3-3,defensive,soft,,,25.0,25.0,37.5
670,Juan Carlos Beltran Agoiz,,,,,,,,
671,Juan Carlos León,4-2-2-2,defensive,hard,,,0.0,0.0,100.0
672,Juan Carlos Paz,4-2-3-1,attacking,hard,,,0.0,0.0,0.0
673,Juan Carlos Socorro,,,,,,,,
674,Juan Cortes,4-3-3,defensive,hard,,,0.0,0.0,100.0
675,Juan Funes,4-4-2,balanced,neutral,0.5213422768303148,mid,37.0,32.1,25.9
676,Juan Lasheras,,,,,,,,
677,Juanma Barrero,,,,,,,,
678,Juan Micha,4-1-4-1,defensive,neutral,,,20.0,20.0,20.0
679,Juan Mora,,balanced,soft,,,33.3,66.7,33.3
680,Juan Samudio,,,,,,,,
681,Juan Vicente Peinado Fernández,,balanced,hard,,,66.7,33.3,33.3
682,Julian Feit,,,,,,,,
683,Julian Hesse,,,,,,,,
684,Julian Nagelsmann,4-3-3,attacking,soft,76.4,high,100.0,0.0,0.0
685,Julian Schuster,4-2-3-1,balanced,neutral,0.4464111530791441,high,47.9,29.2,27.1
686,Julien Chevalier,,attacking,soft,,,0.0,0.0,50.0
687,Julien Fradet,,balanced,soft,,,33.3,0.0,33.3
688,Julien Francois,,,,,,,,
689,Julien Sourice,,,,,,,,
690,Julien Stéphan,4-2-3-1,balanced,neutral,0.35734243879752,mid,34.0,21.3,25.5
691,Julio Cesar Baldivieso,,,,,,,,
692,Julio Cesar Nunes,4-2-3-1,balanced,hard,,,66.7,66.7,33.3
693,Julio Cobos Moreno,,,,,,,,
694,Julio Velazquez,4-2-3-1,attacking,neutral,0.3359149409706509,low,65.7,45.7,28.6
695,Jung-Hwan Yoon,4-4-2,balanced,neutral,0.3378766833469986,low,40.0,20.0,0.0
696,Júnior Rocha,4-2-3-1,attacking,neutral,,,66.7,0.0,33.3
697,Kabiru Dogo,4-3-3,defensive,soft,,,37.1,42.9,42.9
698,Kalisto Pasuwa,4-3-3,defensive,soft,,,0.0,50.0,100.0
699,Kalle Karlsson,4-2-3-1,attacking,soft,1.0,high,60.0,42.9,8.6
700,Karim Delhoum,3-4-2-1,defensive,neutral,,,25.9,48.1,48.1
701,Karl Marius Aksum,3-4-3,attacking,neutral,0.5430047718136393,low,71.4,48.6,8.6
702,Karl Robinson,,balanced,neutral,,,40.0,40.0,40.0
703,Karol Szweda,,,,,,,,
704,Kasper Hjulmand,3-4-2-1,attacking,neutral,0.3563288549116082,low,47.9,33.3,16.7
705,Kazimierz Moskal,,,,,,,,
706,Kei Hoshikawa,,,,,,,,
707,Keiji  Kuraishi,,,,,,,,
708,Keith Andrews,4-2-3-1,balanced,neutral,0.3866063130581254,high,41.5,31.7,29.3
709,Keith Jeffrey,,balanced,soft,,,50.0,0.0,50.0
710,Kendale Mercury,,attacking,hard,,,50.0,0.0,0.0
711,Kenta Kawai,,,,,,,,
712,Kentaro Hayashi,,,,,,,,
713,Kent Hall,,balanced,soft,,,0.0,0.0,0.0
714,Ken Yoshida,4-4-2,balanced,neutral,,,66.7,0.0,0.0
715,Kevin Davies,,defensive,soft,,,0.0,0.0,50.0
716,Kevin Hake,,,,,,,,
717,Kevin Horlock,,,,,,,,
718,Kevin Maher,,,,,,,,
719,Kevin Muscat,,,,,,,,
720,Kévin Pradier,,balanced,soft,,,0.0,0.0,0.0
721,Kevin Van Dessel,,,,,,,,
722,Kevin Wilkin,,,,,,,,
723,Key Riebau,,,,,,,,
724,Khaled Ben Yahia,4-3-3,defensive,neutral,,,30.0,50.0,50.0
725,Khaled Chourabi,,,,,,,,
726,Kieran McKenna,4-2-3-1,balanced,neutral,0.5087998396280453,high,48.9,34.0,14.9
727,Kim Hellberg,4-2-3-1,balanced,soft,0.6745336827477352,mid,46.8,27.7,25.5
728,Kim Hyun-Seok,4-4-2,attacking,neutral,0.2586804615382095,mid,50.0,20.0,20.0
729,Kiyotaka Ishimaru,,,,,,,,
730,Kjetil Knutsen,4-3-3,attacking,soft,0.371620787254265,mid,42.9,14.3,14.3
731,Kohei Masumoto,,,,,,,,
732,Koldo,4-4-2,defensive,neutral,,,0.0,50.0,100.0
733,Konrad Gerega,,,,,,,,
734,Konstantinos Bratsos,4-2-3-1,defensive,hard,0.5220676203443911,low,32.1,17.9,39.3
735,Kosta Runjaic,3-5-2,balanced,neutral,0.4071033598691364,high,37.8,27.0,27.0
736,Krisztián Gabala,,,,,,,,
737,Krisztián Timár,,attacking,neutral,,,50.0,0.0,0.0
738,Krunoslav Jurčić,4-4-2,attacking,neutral,0.4269779940621697,low,66.7,58.3,8.3
739,Krzysztof Górecko,,,,,,,,
740,Krzysztof Swiatek,,defensive,neutral,,,66.7,66.7,33.3
741,Kyung-ho Chung,4-4-2,balanced,hard,0.7956230555720802,mid,30.0,40.0,20.0
742,Lachezar Baltanov,4-2-3-1,balanced,neutral,0.2899586570945672,high,38.7,32.3,29.0
743,Lajos Vadon,,,,,,,,
744,Lars Friis,4-4-2,balanced,neutral,0.8378746549658436,mid,29.4,23.5,20.6
745,Lars Kornetka,,,,,,,,
746,László Vas,,,,,,,,
747,Laurent Cosyn,,,,,,,,
748,Laurent David,,balanced,soft,,,66.7,33.3,33.3
749,Laurent Guyot,,,,,,,,
750,Laurent Hervé,,,,,,,,
751,Laurențiu Reghecampf,4-2-3-1,balanced,neutral,0.796305614143751,low,50.0,33.3,16.7
752,Laurent Scala,,,,,,,,
753,Leam Richardson,,balanced,neutral,,,50.0,0.0,25.0
754,Leandro Romagnoli,4-1-4-1,defensive,hard,,,0.0,50.0,50.0
755,Lee Allinson,,,,,,,,
756,Lee Bell,,,,,,,,
757,Lee Clark,,defensive,neutral,,,0.0,33.3,33.3
758,Lee Johnson,,,,,,,,
759,Leeroy Echteld,4-2-3-1,balanced,soft,0.569384531970006,mid,45.2,29.0,12.9
760,Lee Roy Echteld,,,,,,,,
761,Léo Condé,4-2-3-1,balanced,neutral,0.4807056538664123,mid,14.3,7.1,50.0
762,Léo Goiano,4-3-3,defensive,neutral,,,0.0,0.0,100.0
763,Leonardo Eguez,4-3-3,attacking,soft,,,0.0,0.0,0.0
764,Leonardo Jardim,4-2-3-1,attacking,neutral,0.5397223127456876,mid,64.2,45.3,13.2
765,Leonel Alvarez,4-2-3-1,balanced,hard,,,0.0,0.0,0.0
766,Leonid Slutskiy,,,,,,,,
767,Leszek Ojrzynski,4-2-3-1,balanced,neutral,0.4992313673135598,mid,37.5,34.4,31.2
768,Liam Manning,,balanced,soft,,,0.0,0.0,25.0
769,Liam Rosenior,4-2-3-1,attacking,neutral,0.6445936078357077,mid,43.8,25.0,16.7
770,Lilian Popescu,3-5-1-1,balanced,soft,,,0.0,0.0,50.0
771,Lionel Bah,,attacking,soft,,,66.7,33.3,0.0
772,Lionel Large,,,,,,,,
773,Lionel Scaloni,4-3-3,attacking,soft,,,100.0,50.0,0.0
774,Lisca,4-2-3-1,attacking,soft,,,0.0,0.0,0.0
775,Loïc Chabas,,,,,,,,
776,Loic Lambert,,balanced,soft,,,33.3,33.3,66.7
777,Lolo Escobar,,,,,,,,
778,Lolo Rosano,,,,,,,,
779,Lotfi Jebeli,,,,,,,,
780,Luca D'Angelo,,,,,,,,
781,Lucas Adami Isotton,4-3-1-2,attacking,soft,,,50.0,0.0,50.0
782,Lucas Bovaglio,4-2-3-1,defensive,hard,0.6914816141691322,low,50.0,50.0,33.3
783,Lucas González,4-2-3-1,defensive,hard,0.767957884884686,high,33.3,50.0,50.0
784,Luc Eymael,4-5-1,defensive,neutral,,,25.9,22.2,55.6
785,Luchi Gonzalez,,,,,,,,
786,Lucian Filip,4-2-3-1,balanced,neutral,0.8371219427501901,mid,45.8,27.1,16.7
787,Luciano Spalletti,3-4-2-1,balanced,soft,0.4268693740328619,low,50.0,43.5,21.7
788,Luigi Bizzotto,,defensive,soft,,,0.0,0.0,50.0
789,Luigi Di Biagio,,attacking,soft,,,100.0,100.0,0.0
790,Luis Blanco,,balanced,soft,,,66.7,66.7,0.0
791,Luís Castro,4-2-3-1,balanced,neutral,0.3748947558716414,high,27.8,25.0,36.1
793,Luis De La Fuente,4-2-3-1,balanced,soft,,,50.0,100.0,50.0
794,Luis Enrique,4-3-3,attacking,soft,0.750370935335519,high,69.6,47.8,8.7
795,Luis Fernando Tena,4-3-3,defensive,soft,,,0.0,0.0,100.0
796,Luis Garcia,4-2-3-1,balanced,hard,0.7328962381734336,low,30.6,13.9,25.0
797,Luis García Fernández,4-2-3-1,balanced,neutral,0.6582952696487872,mid,44.7,36.8,23.7
798,Luis Miguel Ramis,4-4-2,balanced,neutral,0.509949065644302,mid,39.8,34.9,34.9
799,Luis Zubeldia,4-2-3-1,balanced,neutral,0.4116509983329227,mid,50.0,38.9,22.2
800,Luiz Carlos dos Santos Souza,4-3-3,attacking,hard,,,50.0,50.0,0.0
801,Luizinho Lopes,4-2-3-1,defensive,hard,0.5601253487358913,high,55.6,77.8,33.3
802,Luka Elsner,3-4-3,balanced,neutral,0.6013546872975106,mid,28.6,35.7,28.6
803,Lukasz Becella,,,,,,,,
804,Lukasz Smolarow,,,,,,,,
805,Lukasz Tomczyk,3-4-3,balanced,neutral,0.4868560359307068,mid,44.1,26.5,17.6
806,Luke Garrard,,attacking,soft,,,66.7,66.7,33.3
807,Luke Williams,,defensive,neutral,,,33.3,33.3,33.3
808,Maciej Musial,,,,,,,,
809,Maciej Skorza,4-2-3-1,balanced,soft,0.4796109876521841,high,36.4,27.3,18.2
810,Maciej Tokarczyk,,,,,,,,
811,Maher Kanzari,,,,,,,,
812,Manel Menéndez,,,,,,,,
813,Manfred Schmid,5-4-1,balanced,neutral,,,29.6,33.3,33.3
814,Manolo Gonzalez,4-2-3-1,balanced,neutral,0.3502654934484882,mid,31.4,25.7,25.7
815,Mano Menezes,4-2-3-1,balanced,neutral,,,0.0,0.0,50.0
816,Manuel Baum,3-4-2-1,balanced,neutral,0.2723004543244813,mid,33.3,18.2,27.3
817,Manuel Herrero,,,,,,,,
818,Manuel Pellegrini,4-2-3-1,balanced,neutral,0.5207608820547743,mid,44.0,28.0,16.0
819,Manu González,,,,,,,,
820,Maozhen Su,,,,,,,,
821,Marc Ballester,4-2-3-1,balanced,neutral,0.688905628669613,high,34.6,38.5,46.2
822,Marc Dos Santos,3-4-3,attacking,neutral,0.3086451559568376,mid,53.2,42.6,14.9
823,Marcelino,4-4-2,balanced,neutral,0.3590688040147236,high,47.7,22.7,25.0
824,Marcelo Cabo,4-2-3-1,defensive,neutral,,,0.0,0.0,100.0
825,Marcelo Mendez,4-3-3,defensive,neutral,,,100.0,100.0,0.0
826,Marcelo Neveleff,,balanced,soft,,,0.0,0.0,0.0
827,Marcelo Vilar e Lima Lopes,4-3-3,attacking,soft,,,0.0,0.0,0.0
828,Marcin Brosz,3-4-3,balanced,neutral,0.3046174240458025,low,22.6,9.7,19.4
829,Marcinho Guerreiro,4-2-3-1,defensive,hard,,,50.0,50.0,50.0
830,Marcin Płuska,,,,,,,,
831,Marcin Sasal,,,,,,,,
832,Marcin Wlodarski,,,,,,,,
833,Márcio Fernandes,4-3-1-2,balanced,soft,,,50.0,50.0,50.0
834,Márcio Goiano,4-2-3-1,defensive,neutral,0.4514096178555706,mid,8.5,19.1,42.6
835,Márcio Zanardi,4-3-1-2,defensive,neutral,,,66.7,66.7,33.3
836,Marco Donadel,4-2-3-1,balanced,soft,0.4168458892018037,,17.6,11.8,35.3
837,Marco Giampaolo,3-5-2,defensive,neutral,0.3060226473333178,low,17.1,28.6,51.4
838,Marco Rossi,4-2-3-1,defensive,soft,,,50.0,100.0,50.0
839,Marcos Carrasco Pedrol,,,,,,,,
840,Marco Silva,4-2-3-1,balanced,neutral,0.454192008462794,high,43.9,24.4,24.4
841,Marek Brzozowski,,attacking,neutral,,,60.0,20.0,0.0
842,Marek Papszun,4-1-4-1,balanced,neutral,0.4808977262319049,high,32.4,27.0,18.9
843,Marek Zub,,,,,,,,
844,Marian Wilhelm,,,,,,,,
