,diff_Per 90 Minutes_Gls,diff_Cotes,AvgCA,AvgCH,diff_manager_clean_sheet_pct,diff_pi_rating,home_pi_rating,attendance,Humidite_Moy_%,Vent_Moy_kmh,diff_Poss,AvgCAHH,home_Per 90 Minutes_Gls,Temp_Moy_C
17,-0.24,0.07000000000000028,2.64,2.57,0.8999999999999986,-0.039999999999999994,0.03,11161.0,63.3,33.5,-2.799999999999997,1.92,1.5,17.2
18,-0.2200000000000002,-1.9800000000000002,1.91,3.89,-12.8,0.05999999999999997,-0.17,31235.0,68.3,29.8,-9.0,1.97,1.39,15.6
19,0.5300000000000002,10.6,11.82,1.22,-0.8999999999999986,0.15999999999999998,0.22999999999999998,60017.0,74.0,26.4,9.800000000000004,2.03,2.24,16.3
20,-0.6,-2.09,1.91,4.0,-20.200000000000003,-0.0003999999999999976,-0.1002,31725.0,59.3,23.4,-5.100000000000001,1.97,0.87,18.1
21,-0.7400000000000002,-5.92,1.4,7.32,-24.700000000000003,-0.3974,0.1003,62469.0,69.5,21.6,-12.899999999999999,1.99,1.13,18.4
22,-0.46999999999999986,-0.6299999999999999,2.4,3.03,9.600000000000001,-0.4979,-0.4977,29517.0,61.3,26.0,-11.699999999999996,1.81,0.92,19.3
23,0.1100000000000001,1.73,3.73,2.0,15.0,0.7001000000000001,0.0998,29918.0,53.0,23.4,-6.899999999999999,1.98,1.5,19.0
24,1.0499999999999998,2.62,4.42,1.8,4.800000000000001,0.10059999999999995,-0.09920000000000002,16955.0,56.3,25.8,-0.6000000000000014,2.02,1.71,20.1
25,0.08000000000000007,6.63,8.0,1.37,21.8,0.0010999999999999899,0.39980000000000004,60326.0,56.0,25.2,4.600000000000001,2.05,1.76,19.6
26,-0.47,-0.5299999999999998,2.43,2.96,7.399999999999999,-0.6984,-0.6982,38805.0,54.7,18.2,-7.600000000000001,1.81,1.03,19.5
27,0.32000000000000006,3.32,4.97,1.65,-7.300000000000001,0.5006,0.20030000000000003,39298.0,59.5,16.4,14.300000000000004,1.8,1.61,26.6
28,0.1299999999999999,0.18000000000000016,2.64,2.46,-7.799999999999997,-0.2984,0.0998,52211.0,89.5,17.8,-3.4000000000000057,1.88,1.74,15.8
29,-1.1300000000000001,-1.61,1.95,3.56,-15.200000000000001,-0.39790000000000003,0.0012999999999999817,73738.0,87.0,12.5,-4.200000000000003,1.91,1.11,19.0
30,-0.1100000000000001,-0.9199999999999999,2.19,3.11,-2.8000000000000007,-0.041089000000000014,0.12670800000000002,11235.0,79.3,9.1,-8.600000000000001,1.95,1.5,12.8
31,0.43999999999999995,3.5600000000000005,5.24,1.68,0.30000000000000426,0.8549059999999999,0.030198000000000003,41573.0,64.0,15.1,9.600000000000001,1.85,1.47,15.2
32,0.42000000000000004,3.5999999999999996,5.27,1.67,22.6,-0.037598999999999994,-0.267797,25147.0,51.3,14.5,-2.6000000000000014,1.85,1.29,17.9
33,0.16000000000000014,12.66,13.85,1.19,10.900000000000002,0.655416,0.7257129999999999,52148.0,61.7,19.4,13.399999999999999,2.0,1.87,18.1
34,0.26,0.8199999999999998,3.15,2.33,6.5,0.1554235,0.027710500000000006,26528.0,49.3,14.7,3.8999999999999986,2.0,1.39,18.3
35,0.7599999999999999,5.0,6.48,1.48,-5.800000000000001,0.9539160000000001,0.4287055000000001,41573.0,58.0,13.4,11.699999999999996,1.8,1.68,15.7
36,-0.45000000000000007,-2.3900000000000006,1.8,4.19,11.299999999999999,-0.04258649999999997,-0.369297,31144.0,60.0,12.8,-5.0,1.86,0.66,16.0
37,0.7400000000000002,10.76,11.99,1.23,0.8000000000000007,0.660911,0.7272105,60344.0,62.7,21.3,16.5,1.84,2.24,17.5
38,-0.1499999999999999,-0.2400000000000002,2.53,2.77,-18.1,-0.04308650000000003,0.326708,61645.0,59.3,16.3,-2.1999999999999957,2.01,1.61,18.5
39,-0.3500000000000001,-1.5499999999999998,2.04,3.59,-9.100000000000001,-0.7380915,-0.5667995,30255.0,81.0,13.2,-3.1999999999999957,1.84,1.39,15.6
40,-0.16000000000000003,1.46,3.57,2.11,-19.9,0.690047475,-0.200385995,31765.0,78.3,15.9,4.5,1.82,0.87,19.0
41,0.17999999999999994,-0.41000000000000014,2.44,2.85,19.5,-0.3006855725,-0.297609005,25172.0,66.5,10.0,-10.700000000000003,1.78,1.29,20.2
42,0.08000000000000007,3.66,5.28,1.62,17.700000000000003,0.7890325125000001,0.09592347,39978.0,75.0,12.1,2.3999999999999986,1.78,1.47,19.3
43,-0.26,0.5100000000000002,2.95,2.44,-7.100000000000001,-0.20864314750000007,-0.6990840675000001,31117.0,64.7,13.9,7.899999999999999,2.08,0.66,21.2
44,-0.09999999999999987,4.720000000000001,6.19,1.47,0.1999999999999993,0.19334935250000002,0.1969234325,61246.0,55.0,15.8,6.800000000000004,1.97,1.61,22.5
45,0.7400000000000002,9.120000000000001,10.38,1.26,5.800000000000001,0.5969924999999999,0.5939059449999999,60347.0,66.0,18.6,9.200000000000003,1.84,2.24,20.4
46,-0.3500000000000001,-0.43999999999999995,2.45,2.89,0.29999999999999716,-0.30066816,-0.003066617499999997,25700.0,57.7,15.2,1.0,1.79,1.39,22.6
47,-0.4800000000000002,-1.5299999999999998,2.0,3.53,-9.900000000000002,-0.39452743749999997,-0.09693588249999999,62473.0,55.5,13.2,-8.700000000000003,1.86,1.13,23.0
48,0.17999999999999994,2.49,4.33,1.84,-1.8000000000000007,0.19433186500000005,0.39393592000000005,31444.0,84.7,16.9,11.099999999999994,2.07,1.68,18.3
49,0.1100000000000001,3.2,4.98,1.78,-7.399999999999999,0.29285685249999993,0.79243592,52846.0,86.0,24.5,4.399999999999999,2.02,1.87,15.9
50,-0.8500000000000003,-7.390000000000001,1.32,8.71,-15.8,-1.7200848624375,-0.8591638799375001,31413.0,75.5,6.1,-9.600000000000001,2.01,1.39,10.6
51,-0.26,-0.10000000000000009,2.65,2.75,-2.700000000000003,-0.5308776554875,-0.856983232625,38954.0,70.7,19.8,-1.8999999999999986,1.99,1.03,12.3
52,0.89,14.450000000000001,15.65,1.2,37.5,0.7648795841375,0.5310433517625001,60323.0,58.7,11.2,11.5,1.81,1.76,13.2
53,0.5800000000000001,0.9700000000000002,3.2,2.23,13.8,0.25950407207500004,-0.16545917323750003,17050.0,57.7,9.9,-0.5,1.93,1.71,13.4
54,-0.06999999999999984,2.4899999999999998,4.26,1.77,-0.3999999999999986,0.26265465713749997,0.6256189178125,39495.0,57.7,10.9,4.800000000000004,1.95,1.61,13.4
55,0.1100000000000001,0.48999999999999977,3.03,2.54,5.600000000000001,0.06213899102500001,0.23057571432500001,30139.0,64.7,15.5,-11.099999999999994,1.81,1.5,12.6
56,-0.13000000000000012,-3.2800000000000002,1.67,4.95,-18.5,-0.6348734340375,0.12609820170000002,52248.0,64.5,16.0,-10.0,2.04,1.74,11.9
57,-0.5499999999999999,-1.5899999999999999,2.06,3.65,1.2999999999999972,-0.7234624431750001,-0.4614841357375,29943.0,61.7,24.9,-9.899999999999999,1.82,0.92,13.7
58,-0.5,1.1300000000000003,3.24,2.11,-16.299999999999997,-0.3343835461,0.03157313963750001,73587.0,63.5,25.0,-1.2000000000000028,1.85,1.11,13.3
59,0.84,4.58,6.1,1.52,-1.8999999999999986,0.4579392592625001,-0.2701015925,11243.0,79.3,22.8,0.0,1.83,1.5,12.3
60,-0.71,-1.69,1.98,3.67,8.299999999999997,-0.88360141321775,-0.7843288443475624,39265.0,64.5,21.5,-10.399999999999999,1.87,1.03,14.2
61,0.32000000000000006,1.52,3.57,2.05,16.7,0.7838067620274376,-0.19675669359787504,16960.0,57.7,16.5,-0.20000000000000284,2.06,1.71,15.9
62,-0.63,-1.46,2.04,3.5,-12.5,-0.2976205456580001,-0.40001183445431254,31706.0,60.3,22.0,-3.1000000000000014,1.84,0.87,15.5
63,1.1,14.13,15.31,1.18,23.1,1.5929701093080002,0.6972189538418125,60307.0,57.3,17.9,8.399999999999999,1.87,1.76,15.9
64,0.20999999999999985,2.0700000000000003,3.98,1.91,-16.1,0.09420109856949993,-0.3936657249521251,62467.0,56.0,17.4,7.799999999999997,1.9,1.13,16.1
65,-0.9500000000000002,-3.3600000000000003,1.67,5.03,4.300000000000001,-1.38108052360275,-0.3987599654149375,25185.0,57.5,17.4,-14.900000000000006,2.03,1.29,16.3
66,0.4800000000000002,9.67,10.93,1.26,18.200000000000003,0.48904985031218745,0.7877972685673125,53017.0,61.3,19.6,9.0,1.97,1.87,15.8
67,0.1100000000000001,4.84,6.34,1.5,-2.1999999999999993,0.6940406251569375,0.7943056445268125,39501.0,76.3,19.0,15.899999999999999,2.07,1.61,14.8
68,0.3599999999999999,0.8599999999999999,3.06,2.2,17.1,0.585115937853625,0.288360995221625,42682.0,87.3,18.3,-3.0,1.91,1.47,12.8
69,0.06999999999999984,-0.6200000000000001,2.27,2.89,-3.6999999999999993,-0.5000072340463126,0.19427753396068753,31487.0,90.0,21.0,-2.4000000000000057,1.88,1.68,15.7
70,-0.26,-3.0799999999999996,1.77,4.85,-25.0,-1.033133494819875,-0.17387939152460247,11235.0,84.0,11.2,-8.399999999999999,1.89,1.5,13.0
71,-0.10999999999999999,0.6699999999999999,3.05,2.38,1.6000000000000014,0.05251501925269619,-0.7573958180287775,29862.0,79.3,14.1,-0.29999999999999716,2.03,0.92,15.2
72,-0.08000000000000007,0.41000000000000014,2.89,2.48,-8.300000000000004,-0.024242748025670946,0.23119266750668593,26743.0,68.3,11.2,1.7999999999999972,2.11,1.39,16.0
73,-0.20999999999999996,1.1199999999999997,3.32,2.2,14.399999999999999,-0.7292625731936251,-1.0577863049196476,31145.0,65.0,10.6,3.1000000000000014,1.89,0.66,16.0
74,0.06000000000000005,2.8699999999999997,4.6,1.73,-4.099999999999998,-0.1419230083268203,0.12485456180409878,52220.0,71.3,10.7,-1.0,1.91,1.74,14.2
75,0.4800000000000002,4.72,6.17,1.45,14.0,0.7459214622817412,0.6217847318367685,61381.0,77.0,13.2,6.300000000000004,1.9,1.61,15.6
76,-0.5999999999999999,3.03,4.72,1.69,-16.1,-0.23315363553471968,-0.2638293629427319,73738.0,71.3,9.6,5.600000000000001,1.84,1.11,14.3
77,-0.4800000000000002,-6.950000000000001,1.35,8.3,-27.6,-2.001996441130927,-1.1466444218151755,31319.0,71.3,30.2,-13.199999999999996,1.87,1.39,15.6
78,0.6300000000000001,2.96,4.63,1.67,3.0,0.34457971416877076,1.1054151555697986,60277.0,61.0,40.3,0.6000000000000014,1.83,2.24,14.6
79,0.20999999999999996,0.8700000000000001,3.23,2.36,-5.100000000000001,0.6555897852925835,0.1337352224956597,29443.0,91.3,16.4,-1.5999999999999943,2.01,1.5,10.2
80,-0.63,-0.5099999999999998,2.45,2.96,-17.5,-0.40262731816118746,-0.20217004459199067,31879.0,92.7,8.8,4.199999999999996,1.78,0.87,13.4
81,-0.3599999999999999,-0.1299999999999999,2.63,2.76,8.0,-0.5809621434320246,-0.5796482621852103,38742.0,80.5,10.0,-11.399999999999999,1.97,1.03,11.0
82,-0.030000000000000027,2.5100000000000002,4.32,1.81,7.700000000000003,0.4840279258427316,0.4853142017922285,42165.0,78.0,9.3,2.0,2.02,1.47,13.2
83,1.21,19.439999999999998,20.56,1.12,15.700000000000003,2.1594820291637764,0.9753420371100969,52844.0,74.0,12.8,12.799999999999997,1.91,1.87,13.2
84,0.29000000000000004,4.1,5.67,1.57,13.2,1.6627023946988058,0.39606795508928494,31840.0,92.3,6.8,4.199999999999996,1.95,1.68,14.2
85,0.7899999999999999,3.41,5.07,1.66,-2.3000000000000007,0.8858168975393552,-0.10184149558568582,17109.0,91.7,3.1,7.299999999999997,1.83,1.71,13.6
86,-0.4800000000000002,1.06,3.32,2.26,19.2,-0.48960382117778156,0.6840884358211732,60383.0,79.0,5.8,-0.8000000000000043,1.93,1.76,12.2
87,0.019999999999999796,-1.15,2.15,3.3,2.299999999999999,-0.19774352836850562,-0.3904071231335639,62474.0,66.3,3.2,-5.100000000000001,2.01,1.13,14.0
88,-0.32000000000000006,-1.8,1.93,3.73,3.200000000000003,-1.4766317383958207,-0.5885766138704609,25108.0,67.3,3.8,-11.900000000000006,1.94,1.29,14.2
89,-0.1299999999999999,2.37,4.16,1.79,3.6999999999999993,0.6969941631261389,0.6925583399718718,39526.0,66.0,3.6,5.800000000000004,1.98,1.61,14.1
90,-0.020000000000000018,-2.04,1.95,3.99,-25.9,-0.7274873072656985,-0.07095085233863643,52249.0,87.0,15.6,-5.600000000000001,1.91,1.74,12.6
91,0.3700000000000001,1.73,3.78,2.05,12.100000000000001,0.7478625424701122,0.4284441369783909,30112.0,86.7,8.3,-7.199999999999996,2.04,1.5,12.6
92,0.050000000000000044,0.6100000000000003,2.97,2.36,21.5,-0.6230724006361595,-1.0532293086373443,29874.0,82.7,12.4,-4.799999999999997,2.03,0.92,13.0
93,-0.3700000000000001,-4.28,1.55,5.83,-17.6,-1.0008382113855674,0.03370641557871059,11231.0,87.7,18.8,-12.799999999999997,1.97,1.5,13.4
94,0.5600000000000003,6.11,7.49,1.38,2.6000000000000014,0.843489794777275,1.201244237893066,60331.0,84.3,10.8,5.400000000000006,1.98,2.24,12.3
95,-0.37,0.009999999999999787,2.71,2.7,-5.5,-0.6365991304398104,-1.2433425819078605,31143.0,81.7,11.7,7.600000000000001,1.94,0.66,13.8
96,0.09999999999999987,0.5999999999999996,3.03,2.43,-20.1,-0.7171274724575449,-1.2283209276360267,31124.0,91.0,6.6,5.300000000000004,2.08,1.39,11.6
97,0.14000000000000012,1.67,3.61,1.94,-0.8000000000000043,0.3577779036703659,0.8106719658333807,61253.0,76.0,12.4,4.200000000000003,1.94,1.61,12.8
98,-0.5,-0.06999999999999984,2.58,2.65,-12.200000000000001,-1.022725681563142,-0.26365231240690085,73813.0,82.0,3.9,-3.6000000000000014,1.97,1.11,11.2
99,-0.32000000000000006,1.6,3.62,2.02,-7.300000000000001,0.06467965060303675,0.02840907052965416,24931.0,89.7,9.0,4.399999999999999,2.0,1.39,11.1
100,0.7700000000000002,4.93,6.41,1.48,-1.9000000000000021,1.082343837237813,1.2670267889191795,60292.0,77.0,9.2,7.200000000000003,2.04,2.24,7.1
101,-0.19000000000000017,-2.3100000000000005,1.8,4.11,-14.400000000000002,-0.6675685438176728,0.2919718920896773,31715.0,85.5,6.8,-9.0,1.87,1.68,8.4
102,0.7299999999999999,2.0100000000000002,3.93,1.92,-11.899999999999999,-0.08457570401807746,-1.254735290273739,31403.0,73.3,3.8,-0.3999999999999986,1.92,1.39,7.1
103,-0.09999999999999987,-1.0900000000000003,2.26,3.35,10.700000000000003,-0.5828647648174085,-0.4847790925407695,25142.0,74.0,5.8,-9.5,1.93,1.29,8.6
104,0.09999999999999987,1.33,3.49,2.16,-14.5,0.09424735434087839,-0.5856790927793708,62463.0,72.0,5.1,7.5,1.85,1.13,8.6
105,0.20999999999999996,0.06000000000000005,2.66,2.6,6.699999999999999,-0.21465778845600586,-0.10594718182036741,16587.0,74.0,4.6,-0.6000000000000014,1.92,1.71,8.5
106,-0.1499999999999999,-0.5999999999999996,2.41,3.01,-22.2,0.2010607223576918,0.7839597407484254,39780.0,91.0,7.7,0.20000000000000284,1.81,1.61,11.0
107,0.2400000000000001,7.539999999999999,8.87,1.33,3.0999999999999996,0.1147335860052805,-0.2885386839990851,73829.0,89.7,9.6,8.100000000000001,1.9,1.11,11.9
108,-0.24,-0.08999999999999986,2.67,2.76,5.899999999999999,0.6920182400683482,0.6947048242660403,30145.0,86.7,13.9,-10.099999999999994,1.99,1.5,11.9
109,0.6900000000000001,9.31,10.56,1.25,-2.1000000000000014,2.1589970229491926,1.078883076315029,61505.0,87.7,9.1,14.100000000000001,1.84,1.61,10.4
110,0.17999999999999994,3.22,4.95,1.73,-2.3999999999999986,0.7319594395842381,0.02009467086755573,42175.0,92.3,32.6,7.700000000000003,1.92,1.47,12.5
111,0.26,5.53,6.94,1.41,10.700000000000003,-0.05188549801202136,0.8862025931882617,52478.0,93.0,18.1,6.599999999999994,2.03,1.87,12.7
112,-0.6799999999999999,0.77,3.13,2.36,0.6999999999999993,-0.6145813174704574,-0.6494552103485448,38915.0,88.0,20.6,-7.0,2.01,1.03,13.1
113,-0.17999999999999994,0.3799999999999999,2.84,2.46,-3.1999999999999993,-0.32767241711540723,0.037637317693358416,11196.0,92.0,47.5,-3.799999999999997,1.79,1.5,13.7
114,0.26,7.02,8.43,1.41,20.0,0.15265958893682352,0.6139043220025221,60298.0,89.7,27.8,15.699999999999996,1.93,1.76,11.1
115,-0.7400000000000001,-5.46,1.45,6.91,-15.3,-1.4256530392109763,-0.6726986020743393,31880.0,93.5,34.2,-11.700000000000003,1.9,0.87,10.2
116,0.0,4.3,5.85,1.55,9.399999999999999,1.4094837602062007,0.32517134845255197,26685.0,89.0,28.7,4.199999999999996,1.9,1.39,11.3
117,-1.58,-7.799999999999999,1.32,9.12,-3.900000000000002,-2.7721975345087424,-1.340582464775752,31278.0,74.0,37.5,-9.200000000000003,1.97,0.66,16.5
118,-0.19000000000000006,-3.3899999999999997,1.67,5.06,18.4,-0.9202066095903061,-0.9393189615194176,30017.0,66.5,38.5,-12.899999999999999,2.04,0.92,16.0
119,0.6100000000000001,5.03,6.5,1.47,6.200000000000003,0.852297004949109,0.2361466753980338,52094.0,75.0,25.7,2.8999999999999986,1.99,1.74,6.6
120,1.02,5.9,7.29,1.39,1.3000000000000007,1.9503928498263972,0.4936713727231886,31542.0,73.0,23.3,3.799999999999997,2.0,1.68,9.6
121,-0.6300000000000001,-5.93,1.44,7.37,-32.1,-1.2650298685841674,-0.38188884452632965,62475.0,95.5,11.4,-8.5,1.9,1.13,11.9
122,0.58,3.1400000000000006,4.86,1.72,-4.0,1.1567259594818489,0.19200803101038272,30237.0,92.3,12.4,0.6000000000000014,1.9,1.5,12.6
123,-0.44999999999999996,-1.0099999999999998,2.24,3.25,11.0,-0.6800901618920495,-0.6782049715187612,25101.0,91.0,10.8,-8.5,1.94,1.29,13.0
124,-0.1100000000000001,-0.08999999999999986,2.62,2.71,-10.0,-0.656540672731553,-0.7472649929526176,26685.0,93.0,16.8,-0.3999999999999986,1.96,1.39,12.7
125,0.84,3.6599999999999993,5.27,1.61,19.2,0.7876235374128447,-0.00794679946543967,17084.0,90.0,9.8,2.5,2.01,1.71,13.3
126,0.2200000000000002,1.61,3.56,1.95,7.5,1.379704734058702,1.367828663710223,61141.0,95.5,14.6,2.4000000000000057,1.95,1.61,11.8
127,0.3700000000000001,1.46,3.5,2.04,-11.8,1.0912920613821249,1.5477540820604467,60248.0,86.0,12.6,-3.5999999999999943,2.03,2.24,12.3
128,0.08000000000000007,4.06,5.68,1.62,-16.799999999999997,0.6826689187841296,0.006286615022936988,73817.0,89.0,12.1,12.600000000000001,2.05,1.11,13.2
129,0.14000000000000012,2.9400000000000004,4.66,1.72,-4.900000000000002,0.8893912982709475,0.8758261719405821,40853.0,93.5,15.2,6.600000000000001,1.9,1.61,12.6
130,-0.37,-0.98,2.29,3.27,-1.1000000000000014,-0.32412977796475584,-1.0289342986740568,29533.0,95.5,7.4,-2.1999999999999957,1.91,0.92,1.9
131,-0.2599999999999999,-0.6100000000000003,2.38,2.99,-5.399999999999999,-0.3560685240078114,-1.0616322191912202,30947.0,92.5,8.2,-3.0,1.82,0.87,2.0
132,0.6499999999999999,5.41,6.86,1.45,34.4,0.8339426042859008,1.2068158747149171,60256.0,84.5,15.6,3.3999999999999986,1.99,1.76,9.0
133,-0.24,3.1999999999999997,4.89,1.69,1.0000000000000036,-0.5372332526865069,-0.2791181698390107,42148.0,93.5,25.0,2.6000000000000014,1.84,1.47,8.3
134,-0.5000000000000002,-1.64,1.99,3.63,-6.699999999999999,-1.683812882189708,0.02848473956382802,52237.0,92.5,23.2,-6.400000000000006,1.85,1.74,6.2
135,-0.9500000000000001,-7.42,1.32,8.74,-0.9000000000000021,-2.558348728303304,-1.4169695128540765,31193.0,86.5,19.0,-8.600000000000001,2.01,0.66,9.9
136,-0.3599999999999999,1.6300000000000003,3.74,2.11,17.4,-0.06898666957831212,-1.042968959167272,38820.0,91.5,24.8,-7.200000000000003,1.81,1.03,9.0
137,0.3700000000000001,8.02,9.34,1.32,12.600000000000001,0.03569407977225891,0.2919184809852324,51764.0,90.0,22.1,20.099999999999994,1.89,1.87,8.5
138,-0.29000000000000004,0.06000000000000005,2.66,2.6,-3.8000000000000007,-0.42889695515224224,0.025022453321814415,26368.0,85.5,28.0,0.0,1.92,1.39,12.2
139,-0.1100000000000001,0.8699999999999997,3.05,2.18,-6.899999999999999,-1.194937163624652,0.1359929764152777,11234.0,73.5,32.7,-6.200000000000003,1.91,1.5,11.4
140,-0.5800000000000001,-2.9299999999999997,1.74,4.67,-7.5,-1.1381651801854957,-0.5764251695991247,25142.0,80.3,23.8,-18.5,1.93,1.29,6.7
141,-0.030000000000000027,-0.6200000000000001,2.33,2.95,7.599999999999998,0.078525112609287,0.08542891658406357,17078.0,79.7,26.3,-3.3999999999999986,1.86,1.71,6.8
142,0.8099999999999999,7.83,9.15,1.32,5.800000000000004,1.7277457656369817,-0.10643200357557817,42453.0,87.7,40.3,2.0,1.88,1.47,5.3
143,-0.3899999999999999,3.41,5.09,1.68,-14.4,0.22064011183861115,0.20704298345044586,73778.0,78.0,31.5,12.299999999999997,1.88,1.11,6.1
144,-0.58,-1.8800000000000001,1.93,3.81,9.0,-1.3692813120176341,-1.1573136497842331,29180.0,81.7,26.0,-7.899999999999999,1.94,0.92,8.0
145,-0.8099999999999999,-3.25,1.67,4.92,-15.7,-1.1716268002694765,-0.8898518765711811,31647.0,91.3,28.6,-6.899999999999999,2.04,0.87,5.7
146,-0.3700000000000001,-3.7199999999999998,1.62,5.34,-25.6,-1.175479223595912,0.19716693809757563,26954.0,84.7,24.0,-4.600000000000001,1.81,1.39,6.8
147,0.0,-0.6599999999999997,2.24,2.9,4.099999999999998,-0.3036320175859044,1.2549554542218064,61184.0,90.0,28.0,-2.3999999999999986,1.89,1.61,6.6
148,-0.26,2.42,4.24,1.82,2.8999999999999986,0.46698318513340364,-0.8773440378034478,62474.0,80.0,21.3,0.29999999999999716,2.03,1.13,7.5
149,0.87,8.129999999999999,9.42,1.29,11.600000000000001,0.7512901721076568,-0.16270357046217704,52235.0,85.0,16.6,5.899999999999999,1.95,1.74,5.6
150,0.8500000000000003,8.29,9.58,1.29,6.400000000000002,1.5608342231270325,1.7338785573425877,60333.0,80.3,18.1,5.400000000000006,1.98,2.24,7.9
151,0.030000000000000027,0.04999999999999982,2.76,2.71,-2.700000000000003,0.16257680457479085,0.11750607217102776,30117.0,86.5,14.0,-9.299999999999997,1.93,1.5,6.0
152,0.46999999999999986,1.79,3.77,1.98,-19.0,-0.13152506378703932,-1.4119923070111844,30866.0,79.3,12.4,7.5,1.98,1.39,6.4
153,0.73,11.49,12.72,1.23,17.6,2.069392791394888,1.3967687655755079,60176.0,79.3,11.1,16.0,1.97,1.76,6.6
154,0.3899999999999999,2.15,4.05,1.9,-6.900000000000002,0.9066511333951452,0.305916789696948,30893.0,89.3,17.3,9.5,1.9,1.68,11.9
155,0.76,3.96,5.5,1.54,27.0,0.5101094017941908,0.5860491846854436,53184.0,85.5,12.8,7.799999999999997,2.11,1.87,11.4
156,-0.9500000000000001,-2.21,1.77,3.98,-5.0,-3.0220126546941106,-1.8955390403843748,31090.0,89.7,16.9,-6.200000000000003,1.92,0.66,11.0
157,-0.09999999999999987,6.33,7.68,1.35,-3.8999999999999986,1.4320330206987641,1.6870693117197813,39571.0,87.7,15.2,9.200000000000003,1.93,1.61,11.0
158,0.3700000000000001,2.67,4.41,1.74,7.100000000000001,1.1448002094024277,0.3351212556733128,11204.0,90.0,13.0,0.10000000000000142,1.92,1.5,9.9
159,-0.47,-5.66,1.48,7.14,-14.899999999999999,-1.7226228896497549,-0.3662010880312215,25167.0,81.0,19.2,-14.100000000000001,2.09,1.29,10.2
160,0.20999999999999996,0.2599999999999998,2.75,2.49,1.6999999999999993,0.00550326797635714,0.19219645612451097,17115.0,84.0,23.4,6.699999999999996,1.84,1.71,12.0
161,-0.82,-2.9700000000000006,1.72,4.69,9.899999999999999,-1.354664847220365,-1.1511248685430804,29774.0,86.3,26.3,-10.699999999999996,1.97,0.92,11.0
162,-0.40000000000000013,-1.0100000000000002,2.19,3.2,-9.899999999999999,-0.5677564860573618,-0.11425784838088912,42345.0,80.5,26.5,-10.799999999999997,1.96,1.47,11.5
163,-0.55,-0.31000000000000005,2.46,2.77,-10.3,-0.845338486712075,-0.7739549526821027,62460.0,83.3,22.3,-3.8999999999999986,2.05,1.13,11.9
164,-0.3899999999999999,2.34,4.2,1.86,-9.4,-0.09090692472607692,0.20849032990022376,73720.0,75.3,27.5,5.0,1.85,1.11,5.7
