GAME_ID,date,home_season,home_season_type,home_TEAM_ABBREVIATION,away_TEAM_ABBREVIATION,home_win,point_diff,home_PTS,away_PTS,home_FG_PCT,away_FG_PCT,home_FG3_PCT,away_FG3_PCT,home_FT_PCT,away_FT_PCT,home_REB,away_REB,home_AST,away_AST,home_TOV,away_TOV,home_PLUS_MINUS,away_PLUS_MINUS,adv_home_estimatedNetRating,adv_away_estimatedNetRating,adv_home_estimatedOffensiveRating,adv_away_estimatedOffensiveRating,adv_home_estimatedDefensiveRating,adv_away_estimatedDefensiveRating,adv_home_estimatedPace,adv_away_estimatedPace,adv_home_effectiveFieldGoalPercentage,adv_away_effectiveFieldGoalPercentage,adv_home_trueShootingPercentage,adv_away_trueShootingPercentage,adv_home_PIE,adv_away_PIE,net_rating_diff,pace_diff,efg_diff,home_rest_days,away_rest_days,home_is_b2b,away_is_b2b,rest_diff,b2b_advantage,home_roll_won_10,away_roll_won_10,home_roll_pts_for_10,away_roll_pts_for_10,home_roll_pts_against_10,away_roll_pts_against_10,home_roll_pt_diff_10,away_roll_pt_diff_10,win_pct_diff_10,pt_diff_diff_10
22200049,2022-10-24,2022-23,Regular Season,MEM,BKN,1,10,134,124,0.5,0.54,0.471,0.31,0.774,0.808,38,35,21,27,9,11,10,-10,51.0,-51.0,683.7,632.7,632.7,683.7,19.6,19.6,0.585,0.592,0.622,0.63,0.518,0.482,102.0,0.0,-0.007000000000000006,1.0,2.0,0,0,-1.0,0,0.6666666666666666,,113.33333333333333,,123.66666666666667,,-10.333333333333334,,,
22200044,2022-10-24,2022-23,Regular Season,PHI,IND,1,14,120,106,0.475,0.422,0.442,0.273,0.893,0.783,39,47,25,27,8,13,14,-14,81.3,-81.3,645.2,563.8,563.8,645.2,18.7,18.7,0.594,0.489,0.65,0.529,0.583,0.417,162.6,0.0,0.10499999999999998,1.0,1.0,0,0,0.0,0,0.0,0.3333333333333333,103.33333333333333,121.66666666666667,110.0,122.0,-6.666666666666667,-0.3333333333333333,-0.3333333333333333,-6.333333333333334
22200050,2022-10-24,2022-23,Regular Season,MIN,SAS,0,-9,106,115,0.442,0.457,0.258,0.324,0.917,0.538,50,50,24,37,16,13,-9,9,-33.3,33.3,519.6,552.9,552.9,519.6,20.6,20.6,0.488,0.514,0.549,0.519,0.48,0.52,-66.6,0.0,-0.026000000000000023,0.0,1.0,1,0,-1.0,-1,0.6666666666666666,0.6666666666666666,119.0,117.66666666666667,115.33333333333333,122.66666666666667,3.6666666666666665,-5.0,0.0,8.666666666666666
22200045,2022-10-24,2022-23,Regular Season,MIA,TOR,0,-8,90,98,0.349,0.395,0.235,0.438,0.889,0.8,46,52,19,22,12,12,-8,8,-41.2,41.2,463.9,505.2,505.2,463.9,19.4,19.4,0.398,0.477,0.474,0.517,0.461,0.539,-82.4,0.0,-0.07899999999999996,1.0,1.0,0,0,0.0,0,0.3333333333333333,0.3333333333333333,108.0,107.33333333333333,112.0,108.66666666666667,-4.0,-1.3333333333333333,0.0,-2.666666666666667
22200048,2022-10-24,2022-23,Regular Season,HOU,UTA,1,6,114,108,0.422,0.473,0.314,0.344,0.844,0.563,47,49,17,23,16,20,6,-6,24.5,-24.5,570.0,545.5,545.5,570.0,19.9,19.9,0.483,0.532,0.548,0.54,0.518,0.482,49.0,0.0,-0.049000000000000044,1.0,0.0,0,1,1.0,1,0.0,1.0,111.33333333333333,125.66666666666667,123.66666666666667,116.33333333333333,-12.333333333333334,9.333333333333334,-1.0,-21.666666666666668
22200047,2022-10-24,2022-23,Regular Season,CHI,BOS,1,18,120,102,0.483,0.37,0.476,0.375,0.897,0.833,60,45,29,26,14,11,18,-18,83.3,-83.3,588.2,505.0,505.0,588.2,20.3,20.3,0.54,0.46,0.601,0.484,0.634,0.366,166.6,0.0,0.08000000000000002,1.0,1.0,0,0,0.0,0,0.3333333333333333,1.0,104.0,121.0,112.66666666666667,113.66666666666667,-8.666666666666666,7.333333333333333,-0.6666666666666667,-16.0
22200051,2022-10-24,2022-23,Regular Season,POR,DEN,1,25,135,110,0.578,0.495,0.457,0.387,0.742,0.571,45,38,23,28,10,8,25,-25,130.2,-130.2,703.1,572.9,572.9,703.1,19.2,19.2,0.675,0.56,0.698,0.566,0.609,0.391,260.4,0.0,0.11499999999999999,0.0,1.0,1,0,-1.0,-1,1.0,0.6666666666666666,111.33333333333333,117.33333333333333,107.66666666666667,121.0,3.6666666666666665,-3.6666666666666665,0.33333333333333337,7.333333333333333
22200053,2022-10-25,2022-23,Regular Season,NOP,DAL,1,2,113,111,0.579,0.5,0.444,0.308,0.722,0.708,26,37,25,18,14,12,2,-2,4.3,-4.3,601.1,596.8,596.8,601.1,18.7,18.7,0.658,0.573,0.673,0.6,0.509,0.491,8.6,0.0,0.08500000000000008,1.0,2.0,0,0,-1.0,0,0.6666666666666666,,125.0,,114.0,,11.0,,,
22200055,2022-10-25,2022-23,Regular Season,PHX,GSW,1,29,134,105,0.511,0.451,0.414,0.286,0.824,0.765,48,40,31,28,14,16,29,-29,134.5,-134.5,644.2,509.7,509.7,644.2,20.7,20.7,0.576,0.505,0.626,0.533,0.621,0.379,269.0,0.0,0.07099999999999995,1.0,1.0,0,0,0.0,0,0.6666666666666666,0.6666666666666666,110.0,125.33333333333333,104.33333333333333,120.66666666666667,5.666666666666667,4.666666666666667,0.0,1.0
22200054,2022-10-25,2022-23,Regular Season,OKC,LAC,1,14,108,94,0.382,0.422,0.133,0.323,0.8,0.778,60,47,19,21,6,19,14,-14,62.9,-62.9,519.2,456.3,456.3,519.2,20.7,20.7,0.4,0.482,0.446,0.517,0.552,0.448,125.8,0.0,-0.08199999999999996,1.0,1.0,0,0,0.0,0,0.0,0.6666666666666666,110.33333333333333,103.0,117.66666666666667,106.0,-7.333333333333333,-3.0,-0.6666666666666666,-4.333333333333333
22200052,2022-10-25,2022-23,Regular Season,WAS,DET,1,21,120,99,0.518,0.409,0.303,0.286,0.846,0.76,47,41,26,12,12,13,21,-21,106.1,-106.1,606.1,500.0,500.0,606.1,19.8,19.8,0.576,0.455,0.622,0.5,0.684,0.316,212.2,0.0,0.12099999999999994,1.0,2.0,0,0,-1.0,0,0.6666666666666666,0.3333333333333333,107.66666666666667,111.33333333333333,108.0,121.0,-0.3333333333333333,-9.666666666666666,0.3333333333333333,9.333333333333332
22200057,2022-10-26,2022-23,Regular Season,DET,ATL,0,-5,113,118,0.462,0.495,0.438,0.364,0.682,0.8,40,46,23,22,14,12,-5,5,-13.5,13.5,576.5,590.0,590.0,576.5,19.8,19.8,0.538,0.538,0.561,0.578,0.43,0.57,-27.0,0.0,0.0,0.0,2.0,1,0,-2.0,-1,0.25,0.6666666666666666,108.25,111.33333333333333,120.75,110.33333333333333,-12.5,1.0,-0.41666666666666663,-13.5
22200065,2022-10-26,2022-23,Regular Season,POR,MIA,0,-21,98,119,0.436,0.506,0.324,0.395,0.692,0.842,38,46,20,34,19,18,-21,21,-114.6,114.6,505.2,619.8,619.8,505.2,19.3,19.3,0.513,0.592,0.548,0.624,0.381,0.619,-229.2,0.0,-0.07899999999999996,1.0,1.0,0,0,0.0,0,1.0,0.25,117.25,103.5,108.25,108.5,9.0,-5.0,0.75,14.0
22200062,2022-10-26,2022-23,Regular Season,MIN,SAS,1,12,134,122,0.65,0.453,0.588,0.444,0.625,0.909,30,41,37,34,17,16,12,-12,57.1,-57.1,638.1,581.0,581.0,638.1,21.0,21.0,0.775,0.537,0.77,0.583,0.567,0.433,114.2,0.0,0.238,1.0,1.0,0,0,0.0,0,0.5,0.75,115.75,117.0,115.25,118.5,0.5,-1.5,-0.25,2.0
22200063,2022-10-26,2022-23,Regular Season,UTA,HOU,1,8,109,101,0.422,0.383,0.289,0.275,0.667,0.75,53,49,28,19,16,19,8,-8,32.4,-32.4,500.0,467.6,467.6,500.0,21.7,21.7,0.494,0.441,0.528,0.483,0.617,0.383,64.8,0.0,0.05299999999999999,1.0,1.0,0,0,0.0,0,0.75,0.25,121.25,112.0,115.75,119.75,5.5,-7.75,0.5,13.25
22200064,2022-10-26,2022-23,Regular Season,DEN,LAL,1,11,110,99,0.457,0.444,0.265,0.267,0.81,0.688,54,47,34,25,11,14,11,-11,48.3,-48.3,528.8,480.6,480.6,528.8,20.7,20.7,0.505,0.489,0.543,0.51,0.577,0.423,96.6,0.0,0.016000000000000014,1.0,2.0,0,0,-1.0,0,0.5,0.0,115.5,103.33333333333333,124.5,110.66666666666667,-9.0,-7.333333333333333,0.5,-1.666666666666667
22200058,2022-10-26,2022-23,Regular Season,NYK,CHA,1,3,134,131,0.536,0.495,0.367,0.419,0.864,0.667,46,42,26,31,16,15,3,-3,13.4,-13.4,598.2,584.8,584.8,598.2,20.29,20.29,0.593,0.561,0.628,0.584,0.522,0.478,26.8,0.0,0.03199999999999992,1.0,2.0,0,0,-1.0,0,0.6666666666666666,0.6666666666666666,119.0,122.33333333333333,107.66666666666667,111.66666666666667,11.333333333333334,10.666666666666666,0.0,0.6666666666666679
22200061,2022-10-26,2022-23,Regular Season,CHI,IND,1,15,124,109,0.494,0.43,0.533,0.4,0.917,0.792,44,38,34,31,18,20,15,-15,72.8,-72.8,601.9,529.1,529.1,601.9,20.6,20.6,0.586,0.523,0.636,0.564,0.563,0.437,145.6,0.0,0.06299999999999994,1.0,1.0,0,0,0.0,0,0.5,0.25,108.0,117.75,110.0,121.5,-2.0,-3.75,0.25,1.75
22200056,2022-10-26,2022-23,Regular Season,CLE,ORL,1,11,103,92,0.414,0.432,0.303,0.25,0.7,0.762,43,43,25,19,13,17,11,-11,62.2,-62.2,536.5,474.2,474.2,536.5,19.3,19.3,0.471,0.469,0.514,0.51,0.56,0.44,124.4,0.0,0.0020000000000000018,2.0,1.0,0,0,1.0,0,0.6666666666666666,0.0,116.66666666666667,107.25,103.66666666666667,115.5,13.0,-8.25,0.6666666666666666,21.25
22200059,2022-10-26,2022-23,Regular Season,TOR,PHI,1,10,119,109,0.548,0.506,0.432,0.444,0.786,0.684,39,34,32,29,9,13,10,-10,47.0,-47.0,633.0,586.0,586.0,633.0,18.7,18.7,0.643,0.608,0.66,0.624,0.544,0.456,94.0,0.0,0.03500000000000003,1.0,1.0,0,0,0.0,0,0.5,0.25,105.0,107.5,104.0,109.0,1.0,-1.5,0.25,2.5
22200066,2022-10-27,2022-23,Regular Season,BKN,DAL,0,-4,125,129,0.462,0.506,0.343,0.5,0.9,0.771,45,37,20,25,15,18,-4,4,-35.1,35.1,573.4,608.5,608.5,573.4,19.47,19.47,0.527,0.63,0.589,0.669,0.481,0.519,-70.2,0.0,-0.10299999999999998,0.0,1.0,1,0,-1.0,-1,0.25,0.3333333333333333,110.0,117.66666666666667,119.75,105.33333333333333,-9.75,12.333333333333334,-0.08333333333333331,-22.083333333333336
22200068,2022-10-27,2022-23,Regular Season,GSW,MIA,1,13,123,110,0.5,0.443,0.391,0.326,0.867,0.818,50,31,30,25,21,12,13,-13,76.7,-76.7,621.2,544.6,544.6,621.2,20.0,20.0,0.598,0.523,0.624,0.563,0.54,0.46,153.4,0.0,0.07499999999999996,1.0,0.0,0,1,1.0,1,0.5,0.4,120.25,106.6,124.0,106.4,-3.75,0.2,0.09999999999999998,-3.95
22200069,2022-10-27,2022-23,Regular Season,SAC,MEM,0,-15,110,125,0.482,0.533,0.316,0.424,0.818,0.722,40,43,28,27,13,14,-15,15,-75.8,75.8,555.6,631.3,631.3,555.6,19.8,19.8,0.554,0.609,0.593,0.626,0.462,0.538,-151.6,0.0,-0.05499999999999994,3.0,2.0,0,0,1.0,0,0.0,0.75,114.0,118.5,118.66666666666667,123.75,-4.666666666666667,-5.25,-0.75,0.583333333333333
22200067,2022-10-27,2022-23,Regular Season,OKC,LAC,1,8,118,110,0.495,0.537,0.447,0.321,0.875,0.722,36,44,27,21,12,20,8,-8,34.4,-34.4,590.0,555.6,555.6,590.0,19.9,19.9,0.584,0.591,0.599,0.612,0.515,0.485,68.8,0.0,-0.007000000000000006,1.0,1.0,0,0,0.0,0,0.25,0.5,109.75,100.75,111.75,106.5,-2.0,-5.75,-0.25,3.75
22200070,2022-10-28,2022-23,Regular Season,DET,ATL,0,-24,112,136,0.43,0.567,0.219,0.414,0.816,0.778,42,45,18,31,11,7,-24,24,-128.2,128.2,565.7,693.9,693.9,565.7,19.7,19.7,0.471,0.629,0.545,0.648,0.369,0.631,-256.4,0.0,-0.15800000000000003,1.0,1.0,0,0,0.0,0,0.2,0.75,109.2,113.0,120.2,111.0,-11.0,2.0,-0.55,-13.0
22200074,2022-10-28,2022-23,Regular Season,WAS,IND,0,-10,117,127,0.477,0.506,0.4,0.517,0.821,0.909,38,41,25,30,13,14,-10,10,-49.5,49.5,579.2,628.7,628.7,579.2,20.2,20.2,0.547,0.599,0.595,0.665,0.43,0.57,-99.0,0.0,-0.051999999999999935,2.0,1.0,0,0,1.0,0,0.75,0.2,110.75,116.0,105.75,122.0,5.0,-6.0,0.55,11.0
22200077,2022-10-28,2022-23,Regular Season,SAS,CHI,1,5,129,124,0.535,0.475,0.421,0.333,0.808,0.808,42,42,37,20,21,13,5,-5,23.6,-23.6,608.5,584.9,584.9,608.5,21.2,21.2,0.628,0.52,0.662,0.561,0.555,0.445,47.2,0.0,0.10799999999999998,1.0,1.0,0,0,0.0,0,0.6,0.6,118.0,111.2,121.6,109.8,-3.6,1.4,0.0,-5.0
22200080,2022-10-28,2022-23,Regular Season,POR,HOU,1,14,125,111,0.533,0.426,0.371,0.368,0.8,0.81,45,39,30,23,16,17,14,-14,80.0,-80.0,618.8,538.8,538.8,618.8,20.4,20.4,0.606,0.5,0.633,0.538,0.592,0.408,160.0,0.0,0.10599999999999998,1.0,1.0,0,0,0.0,0,0.8,0.2,113.4,109.8,110.4,117.6,3.0,-7.8,0.6000000000000001,10.8
22200079,2022-10-28,2022-23,Regular Season,PHX,NOP,1,13,124,111,0.522,0.442,0.303,0.405,0.9,0.909,47,33,33,25,12,14,13,-13,65.7,-65.7,626.3,560.6,560.6,626.3,19.8,19.8,0.576,0.529,0.615,0.58,0.594,0.406,131.4,0.0,0.04699999999999993,2.0,2.0,0,0,0.0,0,0.75,0.75,116.0,122.0,104.5,113.25,11.5,8.75,0.0,2.75
22200071,2022-10-28,2022-23,Regular Season,ORL,CHA,1,20,113,93,0.494,0.384,0.27,0.289,0.731,0.667,48,47,28,21,12,15,20,-20,94.4,-94.4,559.4,465.0,465.0,559.4,20.1,20.1,0.553,0.448,0.586,0.482,0.628,0.372,188.8,0.0,0.10500000000000004,1.0,1.0,0,0,0.0,0,0.0,0.5,104.2,124.5,113.0,117.25,-8.8,7.25,-0.5,-16.05
22200073,2022-10-28,2022-23,Regular Season,TOR,PHI,0,-22,90,112,0.384,0.524,0.231,0.421,0.625,0.909,45,41,20,25,17,15,-22,22,-113.0,113.0,489.1,602.2,602.2,489.1,18.5,18.5,0.436,0.622,0.466,0.645,0.364,0.636,-226.0,0.0,-0.186,1.0,1.0,0,0,0.0,0,0.6,0.2,107.8,107.8,105.0,111.0,2.8,-3.2,0.39999999999999997,6.0
22200075,2022-10-28,2022-23,Regular Season,MIL,NYK,1,11,119,108,0.385,0.398,0.289,0.343,0.815,0.688,60,54,23,19,7,13,11,-11,52.9,-52.9,572.1,519.2,519.2,572.1,20.8,20.8,0.445,0.462,0.492,0.504,0.547,0.453,105.8,0.0,-0.017000000000000015,1.0,1.0,0,0,0.0,0,1.0,0.75,108.33333333333333,122.75,97.33333333333333,113.5,11.0,9.25,0.25,1.75
22200078,2022-10-28,2022-23,Regular Season,DEN,UTA,1,16,117,101,0.459,0.418,0.459,0.256,0.647,0.789,58,38,18,24,12,10,16,-16,71.5,-71.5,603.1,531.6,531.6,603.1,19.2,19.2,0.559,0.473,0.585,0.508,0.579,0.421,143.0,0.0,0.08600000000000008,1.0,1.0,0,0,0.0,0,0.6,0.8,114.4,118.8,119.4,112.8,-5.0,6.0,-0.20000000000000007,-11.0
22200072,2022-10-28,2022-23,Regular Season,BOS,CLE,0,-9,123,132,0.512,0.517,0.394,0.457,0.813,0.765,34,42,28,18,19,16,-9,9,-41.3,41.3,564.2,605.5,605.5,564.2,19.74,19.74,0.591,0.609,0.64,0.647,0.503,0.498,-82.6,0.0,-0.018000000000000016,3.0,1.0,0,0,2.0,0,0.75,0.75,116.25,113.25,115.25,100.75,1.0,12.5,0.0,-11.5
22200076,2022-10-28,2022-23,Regular Season,MIN,LAL,1,9,111,102,0.414,0.416,0.325,0.31,0.667,0.704,49,55,27,20,10,22,9,-9,46.0,-46.0,513.9,467.9,467.9,513.9,21.7,21.7,0.48,0.466,0.507,0.506,0.56,0.44,92.0,0.0,0.013999999999999957,1.0,1.0,0,0,0.0,0,0.6,0.0,119.4,102.25,116.6,110.5,2.8,-8.25,0.6,11.05
22200084,2022-10-29,2022-23,Regular Season,CHI,PHI,0,-5,109,114,0.45,0.494,0.355,0.483,0.897,0.815,40,41,22,28,18,19,-5,5,-30.0,30.0,534.3,564.4,564.4,534.3,20.3,20.3,0.519,0.582,0.588,0.627,0.464,0.536,-60.0,0.0,-0.06299999999999994,0.0,0.0,1,1,0.0,0,0.5,0.3333333333333333,113.33333333333333,108.5,113.0,107.5,0.3333333333333333,1.0,0.16666666666666669,-0.6666666666666667
22200087,2022-10-29,2022-23,Regular Season,UTA,MEM,1,1,124,123,0.517,0.568,0.432,0.444,0.75,0.733,34,40,30,24,20,20,1,-1,16.5,-16.5,607.8,591.3,591.3,607.8,20.6,20.6,0.626,0.636,0.647,0.65,0.506,0.494,33.0,0.0,-0.010000000000000009,0.0,1.0,1,0,-1.0,-1,0.6666666666666666,0.8,115.83333333333333,119.8,113.5,121.0,2.3333333333333335,-1.2,-0.13333333333333341,3.533333333333333
22200086,2022-10-29,2022-23,Regular Season,DAL,OKC,0,-6,111,117,0.4,0.494,0.2,0.2,0.794,0.774,49,47,17,25,16,15,-6,6,-37.6,37.6,509.2,546.7,546.7,509.2,19.56,19.56,0.442,0.522,0.505,0.57,0.416,0.584,-75.2,0.0,-0.08000000000000002,1.0,1.0,0,0,0.0,0,0.5,0.4,120.5,111.4,110.25,111.4,10.25,0.0,0.09999999999999998,10.25
22200085,2022-10-29,2022-23,Regular Season,MIL,ATL,1,8,123,115,0.489,0.479,0.389,0.448,0.655,0.8,49,42,24,19,12,13,8,-8,39.6,-39.6,608.9,569.3,569.3,608.9,20.2,20.2,0.565,0.548,0.587,0.572,0.561,0.439,79.2,0.0,0.016999999999999904,0.0,0.0,1,1,0.0,0,1.0,0.8,111.0,117.6,100.0,111.2,11.0,6.4,0.19999999999999996,4.6
22200083,2022-10-29,2022-23,Regular Season,BKN,IND,0,-9,116,125,0.5,0.426,0.359,0.5,0.769,0.846,34,53,29,31,9,12,-9,9,-40.2,40.2,604.2,644.3,644.3,604.2,19.3,19.3,0.585,0.548,0.621,0.593,0.494,0.506,-80.4,0.0,0.03699999999999992,1.0,0.0,0,1,1.0,1,0.2,0.3333333333333333,113.0,117.83333333333333,121.6,121.16666666666667,-8.6,-3.3333333333333335,-0.1333333333333333,-5.266666666666666
22200081,2022-10-29,2022-23,Regular Season,SAC,MIA,1,6,119,113,0.553,0.427,0.452,0.393,0.724,0.839,43,34,27,18,21,9,6,-6,41.1,-41.1,595.0,553.9,553.9,595.0,20.2,20.2,0.645,0.489,0.67,0.55,0.554,0.446,82.2,0.0,0.15600000000000003,1.0,1.0,0,0,0.0,0,0.0,0.3333333333333333,113.0,107.16666666666667,120.25,109.16666666666667,-7.25,-2.0,-0.3333333333333333,-5.25
22200082,2022-10-29,2022-23,Regular Season,CHA,GSW,1,7,120,113,0.422,0.44,0.323,0.295,0.774,0.75,55,49,32,31,10,10,7,-7,33.0,-33.0,566.0,533.0,533.0,566.0,19.2,19.2,0.471,0.505,0.519,0.528,0.534,0.466,66.0,0.0,-0.03400000000000003,0.0,1.0,1,0,-1.0,-1,0.4,0.6,118.2,120.8,116.4,121.2,1.8,-0.4,-0.19999999999999996,2.2
22200091,2022-10-30,2022-23,Regular Season,DET,GSW,1,14,128,114,0.482,0.424,0.424,0.308,0.895,0.96,47,42,24,23,16,15,14,-14,79.4,-79.4,627.5,548.1,548.1,627.5,20.6,20.6,0.566,0.489,0.642,0.553,0.553,0.448,158.8,0.0,0.07699999999999996,1.0,0.0,0,1,1.0,1,0.16666666666666666,0.5,109.66666666666667,119.5,122.83333333333333,121.0,-13.166666666666666,-1.5,-0.33333333333333337,-11.666666666666666
22200088,2022-10-30,2022-23,Regular Season,LAC,NOP,0,-21,91,112,0.419,0.495,0.282,0.417,0.615,0.625,39,50,24,32,15,13,-21,21,-105.4,105.4,484.0,589.5,589.5,484.0,18.9,18.9,0.483,0.575,0.496,0.58,0.373,0.627,-210.8,0.0,-0.09199999999999997,2.0,1.0,0,0,1.0,0,0.4,0.6,102.6,119.8,108.8,115.4,-6.2,4.4,-0.19999999999999996,-10.600000000000001
22200090,2022-10-30,2022-23,Regular Season,CLE,NYK,1,13,121,108,0.461,0.489,0.46,0.37,0.842,0.5,43,45,33,26,14,14,13,-13,60.1,-60.1,611.1,551.0,551.0,611.1,19.7,19.7,0.59,0.543,0.621,0.545,0.554,0.446,120.2,0.0,0.04699999999999993,1.0,1.0,0,0,0.0,0,0.8,0.6,117.0,119.8,105.2,114.6,11.8,5.2,0.20000000000000007,6.6000000000000005
22200093,2022-10-30,2022-23,Regular Season,DAL,ORL,1,9,114,105,0.494,0.457,0.314,0.379,0.75,0.741,37,47,15,20,4,12,9,-9,55.7,-55.7,626.4,570.7,570.7,626.4,18.3,18.3,0.56,0.525,0.598,0.565,0.538,0.462,111.4,0.0,0.03500000000000003,0.0,1.0,1,0,-1.0,-1,0.4,0.16666666666666666,118.6,105.66666666666667,111.6,109.66666666666667,7.0,-4.0,0.23333333333333336,11.0
22200094,2022-10-30,2022-23,Regular Season,PHX,HOU,1,15,124,109,0.536,0.437,0.3,0.324,0.733,0.846,36,49,29,18,12,15,15,-15,76.5,-76.5,632.7,556.1,556.1,632.7,19.6,19.6,0.607,0.5,0.638,0.554,0.586,0.414,153.0,0.0,0.10699999999999998,1.0,1.0,0,0,0.0,0,0.8,0.16666666666666666,117.6,110.0,105.8,118.83333333333333,11.8,-8.833333333333334,0.6333333333333334,20.633333333333333
22200095,2022-10-30,2022-23,Regular Season,LAL,DEN,1,11,121,110,0.479,0.427,0.433,0.375,0.8,0.722,51,48,24,24,9,9,11,-11,61.1,-61.1,611.1,550.0,550.0,611.1,19.9,19.9,0.547,0.505,0.577,0.529,0.543,0.457,122.2,0.0,0.04200000000000004,1.0,1.0,0,0,0.0,0,0.0,0.6666666666666666,102.2,114.83333333333333,110.6,116.33333333333333,-8.4,-1.5,-0.6666666666666666,-6.9
22200089,2022-10-30,2022-23,Regular Season,BOS,WAS,1,18,112,94,0.456,0.388,0.447,0.219,0.95,0.688,47,51,29,22,14,10,18,-18,92.8,-92.8,577.3,484.5,484.5,577.3,19.4,19.4,0.589,0.423,0.638,0.447,0.622,0.378,185.6,0.0,0.16599999999999998,1.0,1.0,0,0,0.0,0,0.6,0.6,117.6,112.0,118.6,110.0,-1.0,2.0,0.0,-3.0
22200092,2022-10-30,2022-23,Regular Season,SAS,MIN,1,9,107,98,0.419,0.404,0.4,0.138,0.76,0.7,52,45,27,21,20,11,9,-9,45.5,-45.5,540.4,494.9,494.9,540.4,19.8,19.8,0.512,0.424,0.552,0.455,0.561,0.439,91.0,0.0,0.08800000000000002,1.0,1.0,0,0,0.0,0,0.6666666666666666,0.6666666666666666,119.83333333333333,118.0,122.0,114.16666666666667,-2.1666666666666665,3.8333333333333335,0.0,-6.0
22200101,2022-10-31,2022-23,Regular Season,UTA,MEM,1,16,121,105,0.472,0.413,0.404,0.231,0.818,0.548,48,52,26,14,16,16,16,-16,87.4,-87.4,587.4,500.0,500.0,587.4,20.8,20.8,0.579,0.446,0.613,0.475,0.615,0.385,174.8,0.0,0.13299999999999995,1.0,1.0,0,0,0.0,0,0.7142857142857143,0.6666666666666666,117.0,120.33333333333333,114.85714285714286,121.5,2.142857142857143,-1.1666666666666667,0.04761904761904767,3.3095238095238093
22200096,2022-10-31,2022-23,Regular Season,CHA,SAC,0,-7,108,115,0.512,0.435,0.483,0.386,0.571,0.857,38,42,31,26,21,19,-7,7,-28.8,28.8,529.4,558.3,558.3,529.4,20.5,20.5,0.595,0.535,0.599,0.591,0.49,0.51,-57.6,0.0,0.05999999999999994,1.0,1.0,0,0,0.0,0,0.5,0.2,118.5,114.2,115.83333333333333,118.8,2.6666666666666665,-4.6,0.3,7.266666666666666
22200097,2022-10-31,2022-23,Regular Season,WAS,PHI,0,-7,111,118,0.469,0.554,0.4,0.4,0.962,0.7,41,37,22,26,16,14,-7,7,-35.4,35.4,560.6,596.0,596.0,560.6,19.8,19.8,0.531,0.627,0.6,0.643,0.463,0.537,-70.8,0.0,-0.09599999999999997,0.0,1.0,1,0,-1.0,-1,0.5,0.42857142857142855,109.0,109.28571428571429,110.33333333333333,107.71428571428571,-1.3333333333333333,1.5714285714285714,0.07142857142857145,-2.9047619047619047
22200098,2022-10-31,2022-23,Regular Season,BKN,IND,1,7,116,109,0.538,0.471,0.367,0.282,0.95,0.696,39,38,26,23,20,24,7,-7,28.3,-28.3,552.4,524.0,524.0,552.4,20.9,20.9,0.606,0.534,0.653,0.561,0.603,0.397,56.6,0.0,0.07199999999999995,1.0,1.0,0,0,0.0,0,0.16666666666666666,0.42857142857142855,113.5,118.85714285714286,122.16666666666667,120.42857142857143,-8.666666666666666,-1.5714285714285714,-0.26190476190476186,-7.095238095238095
22200100,2022-10-31,2022-23,Regular Season,MIL,DET,1,2,110,108,0.437,0.446,0.275,0.276,0.793,0.857,50,43,20,19,16,12,2,-2,10.1,-10.1,555.6,545.5,545.5,555.6,19.8,19.8,0.5,0.489,0.551,0.533,0.513,0.487,20.2,0.0,0.01100000000000001,1.0,0.0,0,1,1.0,1,1.0,0.2857142857142857,113.4,112.28571428571429,103.0,121.57142857142857,10.4,-9.285714285714286,0.7142857142857143,19.685714285714287
22200102,2022-10-31,2022-23,Regular Season,LAC,HOU,1,2,95,93,0.425,0.386,0.25,0.286,0.706,0.739,46,44,23,17,14,15,2,-2,14.8,-14.8,479.8,465.0,465.0,479.8,19.9,19.9,0.477,0.432,0.503,0.474,0.54,0.46,29.6,0.0,0.044999999999999984,0.0,0.0,1,1,0.0,0,0.3333333333333333,0.14285714285714285,100.66666666666667,109.85714285714286,109.33333333333333,119.57142857142857,-8.666666666666666,-9.714285714285714,0.19047619047619047,1.0476190476190474
22200099,2022-10-31,2022-23,Regular Season,TOR,ATL,1,30,139,109,0.5,0.464,0.412,0.379,0.825,0.8,44,37,25,28,7,18,30,-30,145.6,-145.6,674.8,529.1,529.1,674.8,20.6,20.6,0.576,0.53,0.634,0.574,0.637,0.363,291.2,0.0,0.04599999999999993,2.0,1.0,0,0,1.0,0,0.5,0.6666666666666666,104.83333333333333,117.16666666666667,106.16666666666667,113.16666666666667,-1.3333333333333333,4.0,-0.16666666666666663,-5.333333333333333
22200103,2022-11-01,2022-23,Regular Season,BKN,CHI,0,-9,99,108,0.486,0.438,0.375,0.4,0.789,0.857,38,44,27,20,18,10,-9,9,-41.4,41.4,521.1,562.5,562.5,521.1,19.1,19.1,0.568,0.506,0.601,0.55,0.471,0.529,-82.8,0.0,0.061999999999999944,0.0,2.0,1,0,-2.0,-1,0.2857142857142857,0.42857142857142855,113.85714285714286,112.71428571428571,120.28571428571429,113.14285714285714,-6.428571428571429,-0.42857142857142855,-0.14285714285714285,-6.0
