point_diff
-5
9
14
2
7
30
16
-7
7
8
-9
9
3
3
-13
-5
25
1
3
-10
-8
18
-43
-12
1
-42
-24
31
2
-2
9
-13
-7
-14
-2
1
4
3
14
25
-15
20
-3
12
-4
9
6
-8
-14
-3
19
14
2
3
-6
23
-7
2
-13
7
12
-8
-3
9
-4
16
-12
7
-6
7
27
-2
-10
13
-4
7
-3
8
9
-11
5
19
19
-6
9
5
17
18
11
-9
5
-15
17
13
9
14
12
7
10
-10
13
7
-5
-23
-15
-4
37
-7
1
-16
4
32
7
2
11
-7
15
-1
8
11
-12
-18
-3
14
-9
-25
5
-2
18
10
28
-8
7
1
8
-1
10
1
11
-8
1
-3
2
22
-5
-1
-7
12
31
8
4
26
21
4
8
-10
45
7
14
12
21
10
-4
-2
9
17
-9
-5
-14
-5
18
6
-14
-19
8
13
9
2
11
-8
-11
4
18
6
21
15
6
-10
-3
11
3
13
1
5
-5
9
-8
9
-23
14
-8
14
-4
-30
4
-1
-5
16
35
7
3
12
-7
15
-6
-30
3
19
13
28
8
19
8
20
6
-6
23
13
18
-17
6
8
-4
11
1
-4
8
-1
20
-18
9
8
13
-21
-7
-5
-27
19
-9
-11
9
-38
15
11
16
-11
-10
-7
-2
-7
-8
-6
9
19
8
-1
-20
14
13
24
13
6
5
6
1
6
-27
21
4
-1
9
5
10
4
-11
-1
11
-10
11
-19
4
11
8
5
-3
-7
29
16
-4
6
18
-7
5
12
1
5
13
-5
21
1
7
20
25
-12
-4
14
17
21
20
-8
13
-16
-2
-1
-15
11
11
6
-7
41
-16
3
-3
-8
6
-23
18
12
-2
-3
-9
20
-19
9
-12
1
26
6
-10
4
-3
-3
2
24
-3
4
-16
10
-9
-19
-6
3
26
23
2
1
-10
14
-3
-15
38
21
-5
8
30
-6
20
-7
14
3
-2
-5
9
8
20
-3
13
-3
-11
25
5
12
-14
-25
-6
18
-4
-1
21
9
14
-7
3
4
3
20
-8
11
-15
-11
5
24
-11
16
-7
-19
5
5
-17
15
-1
1
6
5
1
20
25
14
6
15
9
8
7
-13
5
-9
14
6
9
-19
9
11
1
-1
-20
-12
-3
1
-1
-19
15
-17
12
10
-23
-5
8
36
19
-6
-10
2
29
9
13
11
33
-2
10
11
-24
3
3
7
-3
2
-3
-3
11
3
9
-29
-8
-17
31
-6
17
-8
-4
13
12
13
9
-29
16
-14
-5
-2
10
-14
8
-12
5
11
-14
-8
-4
12
5
-1
13
8
25
8
-4
-20
12
-12
2
1
-3
12
31
17
3
20
6
6
11
-9
29
10
-19
-6
6
-4
-11
-12
25
-4
4
-31
-14
-6
5
-2
-18
-11
16
-1
-16
8
17
3
21
14
-13
-13
17
-10
-1
10
-9
30
-2
13
-12
8
8
-1
8
8
-10
9
4
23
-5
1
-8
20
-11
-5
-26
-18
-10
5
3
2
5
25
-5
1
23
-11
13
-6
15
-2
12
20
9
5
-4
-2
-4
-9
-2
4
9
2
-14
33
18
11
5
-20
20
15
31
2
3
6
-1
-1
-18
-18
10
8
9
2
4
6
-5
-9
-5
-8
-4
15
38
-3
-18
12
5
-10
11
12
4
-10
7
-7
-10
8
7
-19
-18
-3
7
25
12
23
5
6
8
-7
17
4
-21
-8
-10
-3
-5
-6
9
9
-32
-10
5
-10
3
11
43
6
-1
1
5
17
16
15
2
-8
-12
3
6
-7
-7
-6
-12
8
32
6
-16
5
2
8
20
-6
32
-3
-6
11
-19
30
27
-19
-20
-8
-23
-12
24
-13
-3
34
-4
15
9
-4
28
14
7
-6
14
-25
-2
3
5
9
-9
11
11
-9
11
-13
11
-8
2
-11
-13
7
-6
21
19
8
-6
-4
14
-3
6
5
-14
10
1
-4
-3
6
-3
8
-9
19
9
12
-6
18
-25
10
6
10
11
4
10
37
6
9
18
6
11
18
-21
-9
-8
-12
-4
1
26
5
5
-6
2
13
17
-8
-6
9
29
44
-1
17
15
16
-4
-3
18
5
-13
22
25
-9
17
3
5
10
-3
20
2
15
11
-2
-8
-8
6
12
-14
-6
-2
-7
-21
-3
18
-2
-11
-23
-14
24
-14
4
-6
22
11
24
11
7
-8
-10
9
16
-21
-11
1
-2
18
27
-12
8
-7
-4
24
-3
-4
-3
-6
-3
-2
10
8
6
32
16
-6
4
15
5
2
-4
9
-22
-2
4
-7
-11
-23
9
-2
31
-4
-21
7
22
8
-10
-7
5
21
5
9
4
-7
10
1
-1
8
9
-8
-6
4
-9
11
-8
-14
-9
12
-2
-12
17
-6
19
-4
2
20
-9
4
-16
-21
11
20
15
14
-12
-16
-15
-16
18
-2
4
-9
-3
19
8
-9
17
-16
-5
3
-19
23
-14
8
-1
-6
8
-39
2
14
-5
15
14
-14
-20
1
6
-10
6
8
4
7
-12
-15
-6
-4
8
6
-13
4
-6
10
22
35
-1
-6
-23
5
-2
-4
-14
36
7
-12
1
11
-25
-2
22
19
5
25
37
8
8
12
-28
21
-28
5
-8
20
-29
13
-21
23
8
6
10
13
17
-6
-10
-3
44
-4
-9
-14
-23
22
-34
-4
5
12
19
5
14
-3
11
2
7
9
-11
-13
9
-11
-40
-9
1
8
-19
-41
15
-12
8
6
-30
-14
-7
17
7
7
-24
4
14
8
7
21
2
2
10
-2
26
13
-25
-20
-8
-10
1
9
21
21
-18
-18
-5
-12
-13
-2
10
-20
11
-4
2
-15
18
-9
4
13
7
7
4
-16
4
2
-24
-28
6
8
-3
-22
-7
19
-5
14
-23
17
-3
4
11
-20
5
-11
6
22
-21
13
-5
-29
-56
-5
11
15
14
16
-5
13
-4
20
3
29
-13
-5
-16
12
8
17
14
13
10
9
16
-5
17
-5
8
-9
20
22
10
-8
-12
-8
9
1
6
6
5
-2
3
6
-11
-2
17
-7
-8
40
-19
18
-7
-20
10
-4
-5
6
34
27
7
-12
19
30
1
5
3
8
-12
16
15
9
-25
-9
21
4
24
6
-7
5
-6
-11
26
-2
-17
13
-1
-19
11
-3
-15
-13
5
-4
12
3
1
6
-7
-16
23
-20
30
-4
-1
12
-7
5
1
4
-8
-12
-5
8
-4
5
1
-3
-6
2
16
7
16
22
-12
-7
9
40
28
-33
-11
-17
5
-12
-15
8
-7
12
-8
14
-19
3
8
-28
-18
16
-1
-6
21
19
24
-4
9
9
1
9
5
-4
51
-9
15
-2
9
-11
5
11
7
-2
5
2
-2
12
-18
28
18
-10
-1
19
22
11
6
-7
-12
-14
-15
18
17
18
-4
41
-11
9
14
1
5
25
-11
3
3
8
-6
-16
-1
3
2
7
16
34
21
21
-1
2
18
3
-3
14
-7
-6
-7
-8
7
15
-8
23
-8
-5
-12
22
6
-4
-6
11
8
3
11
-12
4
12
9
16
-6
21
-6
16
36
20
27
-3
3
-6
-2
-14
-15
-2
-13
-10
18
-16
7
-19
-3
-6
-12
8
-10
-3
6
-9
-21
-31
5
7
-1
-14
-12
-7
5
29
-2
-3
-43
1
12
-22
-16
-12
3
36
5
-25
17
-13
-4
-18
-5
19
32
-3
13
5
13
-3
16
-1
5
8
3
2
3
-33
20
-7
14
13
-13
6
3
17
19
-10
2
-21
23
-28
-4
5
19
-6
15
6
13
-3
9
12
-22
10
3
-4
2
-19
-9
44
23
27
-7
1
3
24
6
12
-14
14
10
10
7
-26
19
23
6
-8
7
11
-2
-1
6
10
5
-13
-14
6
-8
15
6
6
1
-15
-6
10
5
-9
11
7
28
-6
10
-10
24
3
-9
10
4
8
-14
-1
9
-5
11
9
50
-9
44
10
-8
-12
-8
11
-13
2
-14
-24
3
-9
27
32
-8
-2
-7
4
13
6
14
10
45
14
-7
5
11
7
20
3
2
-8
-3
14
4
11
-20
13
-4
7
-18
23
-8
-8
5
9
-18
8
-5
-21
17
32
-7
-17
14
14
32
21
-11
-53
2
18
22
4
-1
8
9
4
-36
17
-4
17
19
12
-24
-4
26
5
15
-4
6
-5
13
-2
6
5
-9
-25
14
-9
-9
-7
-19
16
8
31
19
4
-1
19
-19
7
13
-8
11
26
9
-5
10
15
-7
25
11
-19
-9
-6
-14
20
-37
-7
-12
-7
-2
-14
7
6
-11
6
9
-1
-6
-8
23
-12
17
-6
5
-30
-20
9
-22
-16
-3
37
-16
-13
7
21
-12
6
8
-4
11
2
-8
9
6
-7
-26
14
6
2
2
8
-10
14
13
-4
20
-31
16
-33
5
37
23
18
6
21
17
3
-9
8
6
4
13
-7
27
39
-14
16
-9
3
12
-11
3
6
-5
11
29
-3
-4
-36
16
36
-27
34
29
-16
13
4
-14
9
-2
5
24
4
-17
-16
-11
17
-15
7
-6
2
-7
7
-33
3
-7
2
7
-8
-16
27
-21
-21
28
1
-17
8
7
7
5
-8
-25
-36
-22
6
13
62
33
9
4
-18
-9
12
23
19
-9
-2
36
-18
32
3
-10
-12
12
7
11
32
-28
-6
-11
4
8
17
1
-12
-1
18
10
9
9
-9
-4
7
5
27
5
2
11
17
2
2
-7
15
20
40
19
24
-5
15
4
-6
-5
4
3
-1
-2
-15
-18
-14
1
-4
29
-5
26
-21
-6
-8
24
18
7
-9
-9
11
-8
10
-9
-27
2
15
-9
-3
-5
-5
2
29
11
-23
22
-9
10
-26
7
-11
-6
38
-15
12
-33
9
-1
-2
-20
-34
1
16
-12
2
-24
-5
-1
-5
2
-12
-19
1
-14
16
24
6
16
-8
15
1
6
-9
-6
33
-13
6
2
6
-21
-5
16
10
26
12
5
16
-11
15
-16
7
-11
34
5
9
3
-10
-16
-7
-3
-9
4
-7
12
-8
-20
-1
29
-11
20
-11
-2
9
-8
-15
-16
-12
7
-8
40
-8
-12
8
15
-16
21
-28
